ncbiTaxID	Temp
1932	30.0
1936	30.0
1941	30.0
1961	30.0
1967	30.0
1970	30.0
1971	30.0
1990	32.5
1993	32.5
1999	26.0
2006	57.5
2014	32.5
2017	45.0
2020	50.0
2021	44.0
2026	50.0
2033	29.0
2035	29.25
2036	28.0
2039	37.0
2041	35.0
2045	26.0
2047	36.0
2051	36.0
2052	37.0
2054	37.0
2055	33.5
2057	55.0
2061	31.75
2074	30.0
2078	30.0
2094	37.0
2095	37.0
2096	37.0
2097	37.0
2098	37.0
2099	37.0
2100	37.0
2102	37.0
2104	37.0
2105	37.0
2107	37.0
2109	37.0
2110	37.0
2111	37.0
2113	37.0
2115	37.0
2118	30.0
2123	37.0
2128	37.0
2130	34.5
2133	32.0
2137	34.5
2144	37.0
2145	30.0
2148	37.0
2149	30.0
2150	36.0
2151	29.0
2161	38.0
2162	38.9
2164	41.625
2173	37.0
2176	37.0
2177	33.0
2180	83.0
2186	64.16666666666667
2187	35.0
2189	85.0
2190	85.0
2197	22.5
2199	32.5
2200	55.0
2201	40.0
2203	37.0
2205	40.0
2208	38.333333333333336
2209	35.5
2210	52.5
2214	37.5
2215	38.5
2221	37.0
2223	37.5
2224	57.5
2226	32.5
2234	83.0
2238	37.0
2242	50.0
2246	45.0
2247	36.0
2248	50.0
2250	37.0
2252	49.5
2257	45.0
2261	100.0
2264	88.0
2265	85.0
2275	85.0
2277	100.0
2280	88.0
2283	80.33333333333333
2285	68.6298245614035
2287	81.57142857142857
2291	30.0
2293	30.0
2294	10.0
2298	30.0
2303	59.0
2309	105.0
2315	40.0
2317	38.0
2320	102.5
2322	50.0
2325	66.0
2331	37.0
2336	80.0
2337	80.0
2350	26.25
2352	47.5
2358	37.0
2369	37.0
2371	27.0
2374	31.5
2377	30.0
2378	34.0
2382	38.0
2421	75.0
2424	70.0
2426	30.0
2434	25.0
2698	38.5
2699	37.0
2702	36.0
2724	25.0
2734	60.0
2738	31.4
2739	25.166666666666668
2743	31.33333333333333
2746	33.5
2748	30.0
2749	30.0
2750	30.0
2751	30.0
2752	19.0
2756	22.5
2757	24.0
2771	45.0
2843	15.0
2850	20.0
2853	17.5
2961	20.0
3046	20.0
3055	21.0
3067	22.75
3074	20.0
3075	20.0
3076	20.0
3077	20.0
3088	20.0
3111	26.0
3165	20.0
4837	25.0
4839	30.0
4841	24.75
4846	24.0
4853	24.0
4896	25.928571428571427
4897	25.0
4899	26.0
4903	26.0
4909	26.22222222222222
4911	25.96296296296296
4914	25.8
4918	25.33333333333333
4920	26.0
4921	25.0
4922	25.90909090909091
4924	25.928571428571427
4926	25.75757575757576
4927	26.06896551724138
4929	25.923076923076923
4931	25.985294117647054
4932	26.07988587731812
4934	25.5
4944	24.666666666666668
4950	26.012048192771083
4952	24.3
4954	25.4375
4955	25.96551724137931
4956	25.73684210526316
4957	25.33333333333333
4959	25.869565217391305
4972	20.0
5003	26.0
5005	25.75
5007	25.875
5041	57.0
5044	24.0
5053	26.0
5054	25.0
5057	24.0
5059	25.2
5061	25.352941176470587
5062	28.625
5066	24.0
5067	24.0
5068	25.0
5074	24.5
5075	24.666666666666668
5076	24.615384615384617
5077	25.33333333333333
5078	25.33333333333333
5082	24.8
5088	40.0
5093	30.0
5098	29.0
5127	25.0
5141	25.75
5163	25.0
5180	24.0
5207	25.33333333333333
5270	20.0
5278	20.0
5286	25.0
5315	20.0
5322	24.285714285714285
5323	23.5
5325	23.0
5334	25.0
5341	24.666666666666668
5384	26.0
5417	25.0
5418	25.0
5476	25.93103448275862
5477	25.384615384615383
5478	27.142857142857142
5479	26.0
5480	26.75
5481	25.0
5482	26.142857142857142
5486	25.0
5490	26.0
5499	22.25
5503	24.0
5507	24.625
5514	24.666666666666668
5516	24.857142857142858
5518	24.8
5530	24.0
5535	26.0
5537	26.0
5541	47.5
5544	24.285714285714285
5547	24.428571428571427
5548	24.83333333333333
5551	24.0
5554	24.0
5580	23.0
5597	37.0
5599	24.8
5664	25.0
5763	42.0
12915	90.0
12917	29.166666666666668
13076	37.0
13160	27.5
13276	33.166666666666664
13290	15.0
13335	37.0
13373	37.0
13688	30.0
13689	30.0
13706	24.0
13725	25.0
13769	38.5
13773	100.0
27288	25.0
27289	25.75
27291	25.84210526315789
27292	25.666666666666668
27293	25.0
27294	26.0
27297	25.0
27299	25.5
27304	24.5
27323	25.0
27326	25.914285714285715
27327	26.0
27328	25.0
27334	24.375
27335	24.0
27337	24.0
27357	26.0
27358	24.0
28025	40.0
28026	39.0
28028	28.0
28031	29.33333333333333
28034	45.3
28035	35.0
28037	37.0
28038	30.77777777777778
28042	45.0
28045	37.0
28047	34.0
28049	57.5
28064	37.0
28066	28.0
28068	30.0
28080	37.0
28081	30.0
28082	37.0
28083	37.0
28084	37.0
28085	37.0
28087	37.0
28088	37.0
28090	29.20833333333333
28091	30.0
28092	24.857142857142858
28094	28.0
28095	32.5
28099	26.0
28101	26.375
28107	30.0
28108	33.0
28109	30.0
28110	37.0
28111	37.0
28112	37.0
28113	37.0
28114	37.0
28115	37.0
28116	37.0
28117	37.0
28118	37.0
28119	33.5
28121	37.0
28123	37.0
28124	37.0
28125	37.0
28126	37.0
28127	37.0
28129	37.0
28130	37.0
28132	37.0
28134	37.0
28135	37.0
28136	37.0
28137	37.0
28139	37.0
28141	31.75
28151	33.5
28152	28.5
28169	27.2
28171	26.0
28172	30.0
28173	25.0
28175	26.0
28181	27.0
28182	30.0
28183	30.0
28188	36.0
28189	37.0
28195	60.0
28197	34.857142857142854
28198	30.0
28199	25.5
28210	30.0
28213	30.0
28220	30.0
28223	28.0
28224	28.0
28230	19.666666666666668
28232	32.94736842105263
28237	55.0
28251	36.0
28252	27.5
28254	26.0
28258	25.8125
28264	37.0
28320	30.0
28442	40.0
28446	27.5
28447	24.5
28448	27.75
28449	37.0
28450	37.0
28454	33.5
28458	20.0
28549	26.0
28573	24.0
28892	37.0
28898	37.0
28901	37.0
28903	37.0
28985	25.774193548387096
28986	25.0
29282	45.0
29283	45.0
29284	37.0
29288	37.0
29291	21.0
29292	96.0
29303	30.0
29311	31.0
29313	41.0
29314	37.0
29316	37.0
29318	37.0
29320	28.0
29321	37.0
29329	60.0
29332	30.0
29344	68.0
29350	60.0
29354	34.75
29355	33.5
29360	39.0
29363	37.0
29367	28.0
29369	37.0
29370	36.5
29371	37.0
29372	55.0
29379	35.0
29382	37.0
29384	37.0
29385	31.5
29388	35.0
29391	37.0
29394	37.0
29397	37.0
29405	25.0
29408	28.0
29409	35.0
29419	37.0
29422	37.0
29423	37.0
29427	29.8
29428	30.0
29429	27.5
29430	29.0
29432	29.0
29433	34.0
29435	28.5
29438	26.0
29442	26.0
29447	28.0
29449	27.5
29459	37.0
29461	37.0
29466	33.5
29471	28.4
29483	28.5
29484	28.5
29485	28.5
29486	28.5
29488	28.0
29489	31.73076923076923
29494	31.0
29495	33.5
29497	26.0
29498	25.166666666666668
29506	30.0
29507	30.0
29508	30.0
29510	29.0
29523	37.0
29524	37.0
29533	26.125
29534	25.0
29536	27.0
29539	60.0
29542	31.0
29543	33.0
29545	33.5
29552	37.0
29555	37.0
29563	40.0
29570	28.166666666666668
29571	24.0
29573	33.5
29575	36.0
29581	0.0
29830	25.33333333333333
29831	25.5
29833	25.526315789473685
29875	24.666666666666668
29917	25.33333333333333
29922	24.0
31899	79.0
31909	60.0
31943	30.0
31954	37.0
31963	28.0
31964	26.625
31965	28.0
31971	37.0
31973	37.0
31998	27.5
32001	27.0
32002	31.75
32013	33.5
32016	30.0
32019	37.0
32021	39.5
32022	39.5
32023	38.66666666666666
32040	29.0
32062	30.0
33010	37.0
33011	37.0
33012	37.0
33014	30.0
33018	32.333333333333336
33025	37.0
33028	37.0
33030	37.0
33031	37.0
33032	37.0
33033	37.0
33034	37.0
33035	37.0
33036	37.0
33037	37.0
33043	41.0
33045	36.0
33047	36.0
33053	37.0
33059	43.75
33069	26.0
33070	65.0
33075	31.0
33097	20.63157894736842
33165	26.0
33178	27.11111111111111
33203	25.0
33640	15.0
33865	32.0
33871	27.5
33878	28.0
33879	29.0
33881	28.0
33884	28.0
33885	28.0
33887	30.0
33888	25.5
33889	34.083333333333336
33894	37.0
33895	37.0
33900	30.0
33903	32.5
33906	45.0
33910	30.0
33917	28.0
33918	28.0
33924	30.0
33932	29.76923076923077
33935	30.0
33938	65.625
33940	57.5
33943	55.0
33945	37.0
33952	30.0
33954	31.0
33959	37.0
33960	27.6
33962	32.8
33964	25.0
33965	30.0
33966	30.0
33967	33.5
33968	31.125
33970	35.0
33977	28.6
33978	30.0
33984	33.5
33987	25.0
33995	29.5
33996	30.0
33998	31.0
34003	30.0
34006	33.5
34007	32.5
34011	30.0
34032	31.0
34038	30.0
34059	34.666666666666664
34060	34.666666666666664
34062	32.42857142857143
34073	28.2
34085	37.0
34086	20.0
34090	22.5
34103	25.0
34105	36.0
34356	26.0
34358	25.8
34364	24.0
34406	24.0
35554	32.5
35621	30.0
35629	26.0
35688	20.0
35700	37.0
35701	52.0
35703	37.0
35704	20.0
35717	26.0
35725	24.5
35743	40.0
35745	50.0
35746	38.75
35752	29.0
35754	29.0
35755	28.0
35756	37.0
35783	32.0
35786	63.0
35787	30.0
35790	33.0
35806	32.5
35811	27.5
35813	28.0
35814	36.0
35817	37.0
35818	42.0
35825	42.0
35833	37.0
35835	75.0
35837	60.0
36015	26.0
36016	25.0
36018	25.0
36022	26.0
36023	25.0
36024	25.0
36025	25.83333333333333
36026	25.0
36028	25.0
36035	26.0
36036	26.0
36038	26.0
36080	27.33333333333333
36630	26.0
36651	23.666666666666668
36655	24.5
36656	24.0
36738	40.0
36740	28.0
36745	30.0
36746	30.0
36773	29.0
36805	29.0
36806	28.0
36807	28.0
36808	37.0
36809	32.5
36811	37.0
36812	42.0
36813	37.0
36821	30.0
36822	37.0
36823	37.0
36832	37.0
36835	36.333333333333336
36839	37.0
36841	34.666666666666664
36842	41.0
36844	28.0
36845	30.0
36847	30.0
36849	36.0
36854	37.75
36855	37.0
36861	30.0
36863	39.5
36873	28.666666666666668
36874	37.0
36894	20.0
36909	26.0
36911	25.63636363636364
36914	26.0
36916	25.0
37326	36.0
37328	31.75
37329	35.0
37330	35.0
37332	22.5
37372	37.0
37448	4.0
37482	47.0
37483	37.5
37487	27.5
37625	32.0
37633	29.33333333333333
37636	66.66666666666667
37637	36.3
37658	37.0
37662	25.25
37734	36.0
37752	26.0
37762	37.0
37915	28.866666666666667
37916	37.0
37919	30.0
37921	25.666666666666668
37923	28.0
37925	50.0
37926	44.0
37927	28.0
37928	28.0
37929	28.0
37930	30.0
37931	28.0
38005	21.375
38023	37.0
38026	28.0
38027	35.0
38033	24.0
38284	37.0
38286	28.0
38288	37.0
38289	36.0
38290	37.0
38293	26.0
38301	34.0
38302	37.0
38303	37.0
38304	37.0
38307	28.666666666666668
38308	29.6
38310	33.5
38311	20.0
38312	31.5
38313	30.0
38322	66.0
38323	36.0
38402	37.0
38448	25.0
38457	24.5
38502	28.25
38799	20.0
38815	30.0
38833	20.0
38875	37.0
38881	20.0
38986	30.0
39122	26.0
39291	25.0
39317	24.5
39397	25.6
39441	33.5
39449	20.0
39480	35.25
39481	37.0
39485	37.0
39489	30.0
39490	37.0
39493	28.0
39664	40.0
39669	45.0
39688	37.0
39691	33.5
39777	37.0
39778	37.0
39791	37.0
39841	60.0
39955	20.0
39956	27.5
39960	27.5
40091	37.0
40137	30.0
40199	24.0
40214	22.5
40215	30.8
40216	33.5
40296	25.0
40324	37.0
40335	37.0
40380	24.0
40414	15.0
40516	29.75
40542	36.0
40543	37.0
40545	37.0
40559	24.714285714285715
40563	25.0
40567	29.0
40571	30.0
40575	30.0
40576	28.0
40578	28.666666666666668
40841	38.0
40933	37.0
40983	30.0
40993	24.5
40994	24.0
41058	24.0
41066	25.0
41202	31.5
41276	27.5
41413	26.0
41673	70.0
41675	80.0
41688	37.0
41735	24.0
41875	17.5
41880	20.0
41882	20.0
41899	33.5
41976	37.0
41984	25.0
41985	28.0
41986	28.0
41988	10.5
41997	37.0
42055	37.0
42252	31.5
42253	39.0
42256	47.0
42258	26.0
42260	26.0
42322	37.0
42368	24.0
42374	31.0
42422	40.0
42443	25.0
42458	37.0
42471	62.0
42838	70.0
42879	45.0
42895	30.0
42906	30.0
43064	32.75
43080	83.0
43131	37.0
43263	31.166666666666668
43304	37.0
43354	34.0
43595	38.5
43655	30.0
43656	25.0
43657	25.0
43658	30.0
43660	25.0
43661	5.0
43662	30.0
43663	28.0
43664	28.0
43665	28.0
43667	28.0
43669	27.5
43674	33.5
43675	33.5
43677	28.0
43678	29.33333333333333
43759	30.0
43765	28.0
43767	30.0
43768	37.0
43769	37.0
43770	37.0
43771	37.0
43928	36.0
43948	22.0
43989	30.0
44001	70.0
44007	37.0
44008	37.0
44009	37.0
44250	30.0
44252	43.5
44253	29.0
44255	37.0
44256	66.5
44273	26.0
44282	37.0
44454	37.0
44470	42.5
44671	25.0
44674	33.0
44745	20.0
44751	30.0
44752	30.0
44753	30.0
44754	66.5
44933	28.2
44935	26.75
45056	37.0
45064	37.0
45065	37.0
45066	37.0
45067	37.0
45068	37.0
45070	37.0
45071	37.0
45072	37.0
45073	37.0
45074	30.0
45075	30.0
45076	37.0
45157	45.0
45242	37.0
45243	36.0
45248	25.0
45354	25.9
45357	25.0
45362	37.0
45462	30.0
45501	26.0
45502	25.666666666666668
45504	25.0
45506	26.0
45509	25.0
45510	25.0
45511	26.0
45512	26.0
45513	25.0
45518	25.0
45537	25.0
45555	25.0
45567	25.5
45568	20.0
45589	26.0
45603	25.0
45607	25.0
45611	12.5
45622	35.0
45634	37.0
45655	32.0
45656	30.0
45657	28.0
45658	26.0
45663	38.5
45668	35.0
45670	35.0
45677	32.5
45786	24.0
45788	25.5
45790	26.0
45794	25.0
45851	37.0
45972	37.0
45979	37.0
46124	37.0
46125	37.0
46126	37.0
46158	29.0
46159	29.0
46177	37.0
46188	33.5
46206	37.0
46224	37.0
46240	28.0
46256	26.0
46257	25.0
46353	29.0
46354	66.5
46355	33.5
46429	30.0
46472	24.5
46503	37.0
46507	37.0
46541	70.0
46582	24.5
46584	25.5
46609	38.5
46634	25.0
46677	29.33333333333333
46678	26.0
46679	24.0
46680	32.0
46867	37.0
46914	29.0
47055	42.0
47157	38.5
47229	33.5
47278	25.5
47281	20.0
47303	65.0
47304	75.0
47311	37.0
47312	32.5
47421	30.0
47662	28.0
47671	37.0
47678	33.5
47679	34.0
47714	32.0
47715	36.38235294117647
47735	37.0
47759	30.0
47763	30.0
47770	37.0
47775	20.0
47790	17.5
47839	37.0
47846	28.0
47847	28.0
47850	28.0
47853	28.0
47854	36.333333333333336
47855	28.0
47857	26.5
47858	28.0
47860	28.0
47864	28.0
47865	28.0
47866	29.0
47871	28.0
47872	28.0
47874	28.0
47875	28.0
47878	27.5
47879	27.33333333333333
47880	27.5
47882	33.5
47883	28.0
47884	28.0
47886	30.0
47917	33.5
47920	27.8
47988	28.0
47989	28.0
48074	37.0
48076	37.0
48254	25.33333333333333
48255	25.0
48256	30.0
48292	30.0
48296	28.8
48490	25.75
48664	28.0
48697	25.0
48727	31.25
48729	30.0
48782	30.0
48935	30.0
48936	30.0
49186	26.75
49224	24.0
49280	10.0
49283	28.0
49327	25.0
49329	25.0
49331	15.0
49332	26.0
49335	25.0
49336	24.5
49338	37.0
49339	61.25
49447	30.0
49547	30.0
49899	80.0
49900	75.0
50263	25.0
50265	26.0
50267	25.0
50340	22.0
50712	25.0
50715	32.5
50718	28.0
50719	37.5
50728	28.0
50741	29.0
50960	37.0
51048	37.0
51101	28.0
51173	60.0
51195	28.0
51197	28.0
51201	30.0
51288	32.625
51367	26.0
51453	25.5
51589	39.16666666666666
51656	26.0
51657	25.5
51658	25.666666666666668
51660	26.0
51663	22.0
51664	30.0
51665	37.0
51669	32.5
51670	30.0
51671	28.0
51683	20.0
51707	18.214285714285715
51714	22.33333333333333
51915	26.0
51927	25.0
51930	26.0
52004	37.0
52021	30.0
52023	50.0
52131	26.0
52133	33.5
52227	37.0
52229	37.0
52242	37.0
52247	25.33333333333333
52249	25.0
52256	24.0
52560	30.0
52584	38.0
52689	20.0
52693	20.0
52694	30.0
52695	28.0
52696	28.0
52697	26.5
52699	25.0
52704	12.0
52767	37.0
52769	37.0
52770	37.0
52771	37.0
52773	33.5
53245	37.0
53254	31.0
53332	37.0
53336	25.0
53341	29.0
53343	37.0
53344	37.0
53345	36.0
53346	36.0
53354	37.0
53358	32.5
53359	28.0
53360	28.0
53362	28.0
53363	37.0
53366	31.0
53367	28.0
53371	28.0
53372	28.0
53374	37.0
53376	34.0
53388	22.0
53399	30.0
53406	27.0
53408	30.0
53410	28.0
53412	29.0
53413	28.0
53424	72.0
53427	31.75
53429	32.5
53431	30.0
53437	28.0
53442	37.0
53444	23.5
53446	30.0
53458	28.0
53461	25.0
53462	33.5
53483	4.0
53488	26.0
53501	26.0
53522	42.5
53633	43.0
53635	42.25
53643	25.0
53645	25.0
53646	25.0
53647	25.5
53649	25.0
53655	26.0
53656	25.0
53659	25.0
53685	26.0
53937	25.0
53946	9.5
53952	86.25
53953	98.0
53972	31.5
54045	25.0
54046	25.0
54061	30.0
54062	32.0
54067	25.0
54076	77.5
54077	82.5
54120	40.0
54121	42.0
54194	25.0
54254	85.0
54259	90.0
54261	85.0
54262	85.0
54265	65.0
54291	33.5
54294	63.0
54551	26.0
54552	26.0
54571	30.0
54736	37.0
54910	28.0
54911	33.5
54913	30.0
54914	37.0
54915	30.0
55148	30.0
55169	24.0
55194	33.5
55197	21.5
55205	75.0
55207	27.5
