ncbiTaxID	Name	Strain	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
186497	Pyrococcus furiosus	Vc 1 DSM 3638	100	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
46540	Thermococcus fumicolans	ST557	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
2278	Pyrobaculum organotrophum	H10	102	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
384616	Pyrobaculum islandicum	DSM 4184	100	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
53953	Pyrococcus horikoshii	nan	98	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
272844	Pyrococcus abyssi	GE5	96	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
52001	Stetteria hydrogenophila	nan	95	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Stetteria
999630	Thermoproteus uzoniensis	768-20	90	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus
342949	Pyrococcus sp	NA2	93	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus
410359	Pyrobaculum calidifontis	VA1	92,5	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
340102	Pyrobaculum arsenaticum	PZ6, DSM 13514	90	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
523851	Thermococcus peptonophilus	OG-1	87,5	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
1505907	Thermococcus eurythermalis	A501	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
46539	Thermococcus hydrothermalis	AL662	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
69014	Thermococcus kodakarensis	KOD1	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
70771	Pyrobaculum neutrophilum	nan	85	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
583356	Ignisphaera aggregans	AQ1.S1, DSM 17230	93,5	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignisphaera
1104324	Pyrobaculum ferrireducens	1860	92,5	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
399550	Staphylothermus marinus	F1, DSM 3639	92	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus
453591	Ignicoccus hospitalis	KIN4/I, DSM 18386	90	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus
54259	Ignicoccus islandicus	Kol8	90	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus
114376	Ignicoccus pacificus	LPC33	90	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus
985052	Vulcanisaeta moutnovskia	nan	87,5	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta
160232	Nanoarchaeum equitans	nan	87,5	Archaea	Nanoarchaeota	Candidatus Nanoarchaeia	Nanoarchaeales	Nanoarchaeaceae	Nanoarchaeum
698757	Pyrobaculum oguniense	TE7, DSM 13380	92	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
94694	Desulfurococcus amylolyticus	nan	91	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus
1227648	Hyperthermus hephaesti	Ro04	91	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Hyperthermus
1273541	Pyrodictium delaneyi	Su06	91	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium
2181	Methanothermus sociabilis	nan	88	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus
1198449	Aeropyrum camini	SY1, JCM 12091	85	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum
2275	Desulfurococcus mobilis	nan	85	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus
54257	Desulfurococcus saccharovorans	nan	85	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus
70771	Thermoproteus neutrophilus	nan	85	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
12915	Acidianus infernus	So4a	90	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus
768679	Thermoproteus tenax	Kra1	88	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus
523846	Methanothermus fervidus	V24S, DSM 2088	83	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus
1806371	Pyrobaculum igneiluti	nan	90	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
593117	Thermococcus gammatolerans	EJ3	88	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
523849	Thermococcus litoralis	DSM 5473	88	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
187879	Thermococcus marinus	EJ1	88	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
187880	Thermococcus radiotolerans	EJ2	88	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
195522	Thermococcus nautili	30-1	87,5	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
368408	Thermofilum pendens	Hrk 5	87,5	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum
2714	Aquifex pyrophilus	nan	85	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Aquifex
224324	Aquifex aeolicus	VF5	85	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Aquifex
207809	Sulfolobus tengchongensis	nan	85	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
391623	Thermococcus barophilus	MP, DSM 11836	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
1184251	Thermogladius calderae	1633	84	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
71997	Thermococcus gorgonarius	W-12	84	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
71998	Thermococcus pacificus	P-4	84	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
2016361	Thermococcus henrietii	nan	82,5	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
246969	Thermococcus sp	AM4	82	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
73007	Sulfolobus yangmingensis	YM1	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
1128108	Thermococcus prieurii	nan	80	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
1365176	Thermofilum adornatus	1910b	80	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum
933801	Acidianus hospitalis	W1	nan	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus
87734	Thermococcus waimanguensis	nan	nan	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
110163	Thermococcus aggregans	TY	88	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
163003	Thermococcus cleftensis	CL1	88	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
277988	Thermococcus thioreducens	nan	84	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
1227555	Pyrobaculum yellowstonensis sp	WP30	78	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum
49900	Thermococcus stetteri	nan	75	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
2264	Thermococcus celer	nan	88	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
765177	Desulfurococcus mucosus	07/1, DSM 2162	85	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus
1702097	Saccharolobus caldissimus	HS-3	85	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus
54262	Pyrococcus chitonophagus	DSM 10152	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
71280	Thermococcus acidaminovorans	nan	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
72803	Thermococcus siculi	RG-20	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
477696	Thermogladius shockii	nan	84	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
644281	Methanocaldococcus sp	FS406-22 	90	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
105851	Acidilobus aceticus	nan	85	Archaea	Thermoproteota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus
69656	Sulfurisphaera ohwakuensis	nan	84	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera
54077	Thermococcus barossii	SHCK-94	82,5	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
999894	Thermosulfurimonas dismutans	nan	74	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermosulfurimonas
113653	Geoglobus ahangari	nan	88	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus
880724	Methanotorris igneus	Kol5, DSM 5666	88	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris
573063	Methanocaldococcus infernus	ME	85	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
243232	Methanocaldococcus jannaschii	DSM 2661	85	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
582419	Thermococcus paralvinellae	ES1	82	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
84597	Thermococcus aegaeicus	P5	90	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
1432656	Thermococcus guaymasensis	DSM 11113	88	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
572478	Vulcanisaeta distributa	DSM 14429	87,5	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta
227597	Thermococcus coalescens	TS1	87	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
572546	Archaeoglobus profundus	Av18, DSM 5631	85	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
589924	Ferroglobus placidus	AEDII12DO, DSM 10642	85	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus
591019	Staphylothermus hellenicus	P8, DSM 12710	85	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus
633148	Thermosphaera aggregans	M11TL, DSM 11486	85	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera
139207	Thermococcus alcaliphilus	DSM 10322	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
155321	Thermococcus atlanticus	nan	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
90909	Thermococcus waiotapuensis	nan	85	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
1550241	Thermofilum uzonense	1807-2	85	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Infirmifilum
397948	Caldivirga maquilingensis	IC-167	85	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga
867916	Thermoproteus thermophilus	nan	85	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus
867917	Vulcanisaeta thermophila	CBA1501	85	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta
2287	Sulfolobus solfataricus	MT4	83	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus
795359	Thermodesulfobacterium geofontis	OPF15	83	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium
666510	Acidilobus saccharovorans	345-15	82,5	Archaea	Thermoproteota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus
2049879	Sulfurisphaera javensis	nan	82,5	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera
1301915	Methanocaldococcus bathoardescens	JH146	82	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
273057	Sulfolobus solfataricus	P2	82	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus
1069083	Methanocaldococcus villosus	KIN24-T80	80	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
2287	Sulfolobus solfataricus	B12	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus
282676	Acidianus manzaensis	NA-1	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus
1343739	Palaeococcus pacificus	DY20341	80	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus
523850	Thermococcus onnurineus	NA1	80	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
49899	Thermococcus profundus	DT 5432	80	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
243274	Thermotoga maritima	MSB8	80	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga
309803	Thermotoga neapolitana	DSM 4359	80	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga
521460	Caldicellulosiruptor bescii	Z-1320, DSM 6725	79	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
2016373	Thermococcus camini	IRI35c	77,5	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
310769	Fervidobacterium changbaicum	nan	77,5	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium
1712654	Thermococcus piezophilus	CDGS	75	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
1123384	Pseudothermotoga hypogea	NBRC 106472	70	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga
498846	Korarchaeum cryptofilum	nan	nan	Archaea	Candidatus Korarchaeota				Candidatus Korarchaeum
164452	Vulcanisaeta souniana	DSM 11430	87,5	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta
411357	Acidilobus sulfurireducens	nan	81	Archaea	Thermoproteota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus
411358	Caldisphaera draconis	nan	81	Archaea	Thermoproteota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
768672	Desulfurococcus fermentans	Z-1312, DSM 16532	81	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus
75906	Thermocrinis ruber	DSM 23557	80	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis
138903	Archaeoglobus lithotrophicus	nan	80	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
579137	Methanocaldococcus vulcanius	M7, DSM 12094	80	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
41675	Stygiolobus azoricus	nan	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Stygiolobus
638303	Thermocrinis albus	HI 11/12, DSM 14484	nan	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis
83868	Palaeococcus ferrophilus	nan	83	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus
224325	Archaeoglobus fulgidus	VC-16, DSM 4304	80	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
390874	Thermotoga petrophila	RKU-1	80	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga
1008305	Fervidobacterium thailandense	nan	79	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium
604354	Thermococcus sibiricus	MM 739	78	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
240167	Thermovibrio guaymasensis	nan	77,5	Bacteria	Aquificota	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio
2287	Saccharolobus solfataricus	nan	87	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus
490899	Desulfurococcus kamchatkensis	1221n	85	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus
2283	Desulfurolobus ambivalens	nan	81	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus
1028566	Sulfolobus acidocaldarius	N8	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
2283	Acidianus ambivalens	nan	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus
213231	Methanocaldococcus indicus	SL43	85	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
2286	Sulfolobus shibatae	DSM 5389	81	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus
2286	Saccharolobus shibatae	B12	81	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus
573064	Methanocaldococcus fervens	AG86	80	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
590168	Thermotoga naphthophila	RKU-10	80	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga
48383	Thermothrix azorensis	nan	77	Bacteria					Thermothrix
1577684	Nanopusillus acidilobi	nan	82	Archaea	Nanoarchaeota	Candidatus Nanoarchaeia	Nanoarchaeales	Nanopusillaceae	Candidatus Nanopusillus
565033	Geoglobus acetivorans	SBH6	81	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus
1302351	Thermocrinis jamiesonii	nan	80	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis
1891280	Sulfolobus sp	A20	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
555311	Sulfolobus solfataricus	98/2	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus
111955	Sulfurisphaera tokodaii	nan	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera
207243	Palaeococcus helgesonii	nan	80	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus
227598	Thermococcus celericrescens	TS2	80	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
92642	Hydrogenobacter subterraneus	nan	78	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter
608506	Caldicellulosiruptor obsidiansis	OB47	78	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
54076	Thermococcus zilligii	nan	77,5	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
693661	Archaeoglobus veneficus	SNP6, DSM 11195	77	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
381751	Thermocrinis minervae	nan	75	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis
240166	Desulfurobacterium pacificum	nan	75	Bacteria	Aquificota	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium
345592	Hydrogenivirga okinawensis	nan	72,5	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenivirga
330779	Sulfolobus acidocaldarius	98-3, DSM 639	70	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
1408159	Thermotoga caldifontis	nan	70	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga
274	Thermus thermophilus	nan	68,5	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
29323	Thermoanaerobacter brockii	nan	67,5	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
1163730	Fervidicoccus fontis	Kam940	67,5	Archaea	Thermoproteota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus
1170224	Caldicoprobacter guelmensis	nan	65	Bacteria	Bacillota	Clostridia	Eubacteriales	Caldicoprobacteraceae	Caldicoprobacter
282676	Acidianus manzaensis	YN-25	65	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus
2287	Sulfolobus solfataricus	P1	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus
1344584	Archaeoglobus fulgidus	DSM 8774	76	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
399549	Metallosphaera sedula	DSM 5348	75	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera
688269	Pseudothermotoga thermarum	DSM 5069	70	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga
373054	Calditerricola satsumensis	nan	78	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Calditerricola
213185	Methanotorris formicicus	Mc-S-70	75	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris
312539	Acidianus sulfidivorans	JP7	74	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus
56956	Thermus brockianus	nan	70	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
2586643	Thermococcus indicus	nan	80	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus
632335	Caldicellulosiruptor kristjanssonii	177R1B, DSM 12137	78	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
444093	Ammonifex thiophilus	nan	75	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex
444091	Caldimicrobium rimae	nan	75	Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Caldimicrobium
62609	Thermocladium modestius	nan	75	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermocladium
632348	Caldicellulosiruptor kronotskyensis	2002	70	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
126740	Thermotoga sp	RQ2	nan	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga
448141	Calditerricola yamamurae	nan	72	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Calditerricola
496831	Thermovorax subterraneus	nan	71	Bacteria	Bacillota	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Thermovorax
273063	Sulfolobus tokodaii	7, JCM 10545	80	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera
309799	Dictyoglomus thermophilum	H-6-12, ATCC 35947	75,5	Bacteria	Dictyoglomota	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus
644966	Thermaerobacter marianensis	7p75a, DSM 12885	75	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter
936138	Phorcysia thermohydrogeniphila	nan	75	Bacteria	Aquificota	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Phorcysia
648996	Thermovibrio ammonificans	HB-1, DSM 15698	75	Bacteria	Aquificota	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio
171869	Thermovibrio ruber	nan	75	Bacteria	Aquificota	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio
119072	Thermoanaerobacter tengcongensis	nan	75	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter
387631	Archaeoglobus sulfaticallidus	PM70-1, DSM 19444 (Asulf_version1)	75	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus
380763	Sulfurihydrogenibium rodmanii	nan	75	Bacteria	Aquificota	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium
47304	Metallosphaera prunae	DSM 10039	75	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera
2285	Sulfolobus acidocaldarius	Ron 12/11	75	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus
632518	Caldicellulosiruptor owensensis	OL	75	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor
309805	Persephonella marina	nan	73	Bacteria	Aquificota	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella
276	Thermus filiformis	nan	73	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
1056495	Caldisphaera lagunensis	DSM 15908	72,5	Archaea	Thermoproteota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
223788	Balnearium lithotrophicum	nan	72,5	Bacteria	Aquificota	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Balnearium
240169	Desulfurobacterium atlanticum	nan	72,5	Bacteria	Aquificota	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium
633813	Rhodothermus profundi	nan	72,5	Bacteria	Bacteroidota			Rhodothermaceae	Rhodothermus
90323	Thermosipho japonicus	nan	72	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho
