Name	Strain	Temp	Source_ID	Genome
Streptomyces griseolus	ATCC 11796	30	CECT 3325	
Streptomyces flavovirens	CBS 101.34	30	CECT 3327	
Streptomyces halstedii	CBS 508.68	30	CECT 3328	GCA_000720535.1
Streptomyces rochei	NRRL B-1559	30	CECT 3329	GCA_002155895.1
Streptomyces griseus	NRRL B-2682	30	CECT 3330	
Micromonospora chalcea	NCIMB 12880	30	CECT 3331	
Streptomyces peucetius	NCIMB 10972	30	CECT 3332	
Streptomyces lavendulae	NRRL 11002	30	CECT 3334	
Streptomyces cyaneus	UAH 15	30	CECT 3335	
Streptomyces chattanoogensis	UAH 23	30	CECT 3336	
Streptomyces anulatus	NRRL 2250	30	CECT 3338	
Streptomyces avermitilis	UAH30	30	CECT 3339	
Streptomyces scabiei	Streptomyces scabies	30	CECT 3340	
Streptomyces ipomoeae	Streptomyces ipomoea	30	CECT 3341	
Streptomyces sp	Streptomyces sp.	30	CECT 3349	
Streptomyces violaceus	UAH 33	30	CECT 3350	
Streptomyces violaceus	UAH 52	30	CECT 3351	
Streptomyces anulatus	UAH 1000	30	CECT 3352	
Streptomyces sp	J1725 (bldA39)	30	CECT 3357	
Streptomyces sp	Biomar BL-49-58-005	30	CECT 3364	
Nocardia carnea	DSM 43397	30	CECT 3374	GCA_000308515.1
Nocardia soli	DSM 44488	30	CECT 3375	GCA_001613285.1
Terrabacter terrae	PPLB	30	CECT 3379	
Streptomyces sp	streptomyces 1010	20	CECT 3380	
Salmonella enterica	NCTC 5773	37	CECT 4000	
Pseudomonas aeruginosa	CCTM La 419	37	CECT 4001	
Bacillus subtilis	NCTC 6276	30	CECT 4002	
Escherichia coli	NCTC 11560	37	CECT 4003	
Staphylococcus aureus	NCTC 11561	37	CECT 4004	
Lactobacillus delbrueckii	NCFB 1489	37	CECT 4005	GCA_000056065.1; GCA_001437195.1; GCA_001311275.1
Lactobacillus delbrueckii	NCFB 970	37	CECT 4006	
Limosilactobacillus fermentum	NCFB 1750	37	CECT 4007	GCA_000159215.1; GCA_001436835.1
Curtobacterium flaccumfaciens	DSM 20141	30	CECT 4008	
Gluconobacter oxydans	DSM 2003	26	CECT 4009	
Streptococcus sobrinus	NCFB 2724	37	CECT 4010	GCA_000686605.1
Clostridium tyrobutyricum	NCIMB 10635	37	CECT 4011	GCA_000392375.1; GCA_000429805.1
Clostridium tyrobutyricum	NCFB 1715	37	CECT 4012	
Staphylococcus aureus	CCM 6188	37	CECT 4013	
Bacillus cereus	CIP 58.32	30	CECT 4014	
Corynebacterium callunae	DSM 20147	30	CECT 4015	GCA_000344785.1; GCA_000420585.1
Carnobacterium divergens	DSM 20623	30	CECT 4016	GCA_000744255.1; GCA_001437085.1
Lactobacillus graminis	DSM 20719	30	CECT 4017	GCA_001436415.1
Leuconostoc citreum	DSM 20188	30	CECT 4018	
Lactobacillus acetotolerans	JCM 3825	30	CECT 4019	GCA_001436775.1; GCA_001311725.1
Carnobacterium maltaromaticum	NCFB 2762	30	CECT 4020	
Limosilactobacillus oris	NCDO 2160	30	CECT 4021	GCA_001434465.1
Lacticaseibacillus paracasei	NCDO 151	30	CECT 4022	GCA_000829035.1
Lactiplantibacillus pentosus	NCDO 363	30	CECT 4023	GCA_001433755.1
Leuconostoc carnosum	NCFB 2776	26	CECT 4024	
Leuconostoc citreum	NCFB 1837	30	CECT 4025	
Leuconostoc gelidum	NCFB 2775	26	CECT 4026	GCA_000166715.2
Leuconostoc pseudomesenteroides	NCDO 768	30	CECT 4027	GCA_000185065.1
Oenococcus oeni	NCFB 1709	26	CECT 4028	
Oenococcus oeni	NCFB 1696	26	CECT 4029	
Listeria innocua	NCTC 12210	37	CECT 4030	
Listeria monocytogenes	NCTC 11994	37	CECT 4032	
Staphylococcus sp	CCTM La 2822	37	CECT 4033	
Streptococcus sobrinus	NCTC 11061	37	CECT 4034	
Corynebacterium kutscheri	CCTM La 3517	37	CECT 4035	
Streptococcus anginosus	NCDO 2077	37	CECT 4036	
Streptococcus criceti	NCFB 2720	37	CECT 4037	GCA_000187975.3
Enterococcus faecalis	IFPL 383	37	CECT 4039	
Lacticaseibacillus casei	IFPL 936	37	CECT 4040	
Lactococcus lactis	IFPL 361	30	CECT 4041	
Lactococcus lactis	IFPL 915	30	CECT 4042	
Lactiplantibacillus plantarum	IFPL 730	30	CECT 4044	
Lacticaseibacillus casei	IFPL 731	37	CECT 4045	
Brevibacillus parabrevis	IFO 12333	37	CECT 4047	
Corynebacterium cystitidis	DSM 20524	37	CECT 4048	GCA_900111265.1; GCA_900187295.1
Corynebacterium pilosum	DSM 20521	37	CECT 4049	GCA_000373805.1; GCA_001044155.1
Pseudomonas sp	CCUG 2519	30	CECT 4051	
Staphylococcus auricularis	CCUG 15601	37	CECT 4052	GCA_001500315.1; GCA_002902455.1; GCA_900478415.1
Aeromonas sobria	NCTC 11215	30	CECT 4053	
Yersinia enterocolitica	NCTC 10938	30	CECT 4054	
Yersinia enterocolitica	NCTC 11175	30	CECT 4055	
Escherichia coli	NCIMB 9517	37	CECT 4056	
Micrococcus luteus	NCIMB 196	30	CECT 4057	
Salinivibrio costicola	NCIMB 701	26	CECT 4059	GCA_000390145.1; GCA_000565345.1
Ligilactobacillus animalis	NCDO 2425	37	CECT 4060	GCA_000183825.1; GCA_001434535.1
Ligilactobacillus animalis	NCDO 2029	37	CECT 4061	
Ligilactobacillus salivarius	NCDO 1555	37	CECT 4062	
Ligilactobacillus salivarius	NCFB 2747	37	CECT 4063	GCA_000159395.1
Pseudomonas putida	DSM 548	30	CECT 4064	
Mycolicibacterium chlorophenolicum	DSM 43826	30	CECT 4065	GCA_001044235.1; GCA_001044235.1; GCA_001313545.1
Rhodococcus opacus	DSM 1069	30	CECT 4066	
Rhizobium radiobacter	NRRL B-11291	26	CECT 4067	
Corynebacterium renale	CCTM La 453	37	CECT 4068	
Nocardia farcinica	IMET 7377	37	CECT 4069	
Kocuria rhizophila	NCIMB 9660	30	CECT 4070	
Bacillus atrophaeus	NCIB 8649	30	CECT 4071	
Sporosarcina globispora	DSM 4	20	CECT 4072	
Sporosarcina psychrophila	DSM 3	20	CECT 4073	
Bacillus psychrosaccharolyticus	DSM 6	20	CECT 4074	GCA_000305495.2
Enterococcus pseudoavium	NCDO 2138	37	CECT 4075	GCA_001544295.1
Escherichia coli	CCUG 20570	37	CECT 4076	
Proteus vulgaris	NCTC 4636	37	CECT 4077	
Lelliottia amnigena	CCUG 14182	30	CECT 4078	GCA_001514515.1; GCA_002553545.1
Pseudomonas oleovorans	NCIMB 6576	30	CECT 4079	GCA_002091815.1; GCA_002197815.1
Pseudomonas aeruginosa	CCTM La 2774	37	CECT 4080	
Enterococcus hirae	CCTM La 231	37	CECT 4081	
Corynebacterium renale	IMET 11147	37	CECT 4082	GCA_002563965.1; GCA_900478035.1
Escherichia coli	QDsup III	37	CECT 4084	
Salmonella enterica	Villaverde LT2	37	CECT 4085	
Salmonella enterica	VA1219	37	CECT 4086	
Salmonella enterica	VA1190	37	CECT 4087	
Enterococcus cecorum	NCDO 2674	37	CECT 4088	GCA_000407565.1
Limosilactobacillus vaginalis	NCTC 12197	37	CECT 4089	GCA_000159435.1; GCA_001435915.1
Pseudomonas aeruginosa	NCTC 11445	37	CECT 4090	
Burkholderia cepacia	DSM 50180	30	CECT 4091	
Pseudomonas aeruginosa	NCIMB 10894	37	CECT 4092	
Kocuria rhizophila	NCIMB 12874	30	CECT 4093	
Bacillus cereus	NCIMB 11183	30	CECT 4094	
Azorhizophilus paspali	DSM 2283	37	CECT 4095	
Bacillus megaterium	ATCC 14945	30	CECT 4096	
Bacillus megaterium	ATCC 39383	30	CECT 4097	
Escherichia coli	DSM 2607	37	CECT 4098	
Escherichia coli	DSM 1116	37	CECT 4099	
Proteus mirabilis	NCIMB 12596	37	CECT 4101	
Enterococcus faecium	NCIMB 12672	37	CECT 4102	
Azotobacter chroococcum	NCIMB 11694	30	CECT 4103	
Beijerinckia indica	NCIMB 8846	30	CECT 4104	
Acidovorax delafieldii	DSM 64	30	CECT 4105	
Hydrogenophaga flava	DSM 619	30	CECT 4106	GCA_001571145.1
Hydrogenophaga palleronii	DSM 63	30	CECT 4107	GCA_001571225.1
Clostridium chauvoei	CCUG 2039	37	CECT 4108	
Clostridium perfringens	CCUG 2038	37	CECT 4110	
Lentilactobacillus buchneri	NCIMB 8007	37	CECT 4111	GCA_001434735.1
Rhizobium radiobacter	NCIMB 9042	26	CECT 4112	GCA_002008215.1
Rhizobium pisi	NCIMB 11478	26	CECT 4113	
Ensifer meliloti	NCIMB 12075	30	CECT 4114	
Rhizobium phaseoli	DSM 30137	26	CECT 4115	
Rhizobium leguminosarum	DSM 30141	26	CECT 4116	
Rhizobium rhizogenes	LMG 150	26	CECT 4117	GCA_000696095.1
Rhizobium rubi	LMG 156	26	CECT 4118	GCA_000739935.1
Rhizobium radiobacter	LMG 187	26	CECT 4119	
Mesorhizobium loti	LMG 6125	26	CECT 4120	GCA_003024615.1; GCA_003148495.1
Levilactobacillus brevis	NCIMB 11973	30	CECT 4121	GCA_000469365.1
Pseudomonas aeruginosa	NCIMB 10548	37	CECT 4122	
Bacillus mycoides	DSM 299	30	CECT 4123	
Bacillus mycoides	DSM 303	30	CECT 4124	
Bacillus mycoides	DSM 307	30	CECT 4125	
Bacillus mycoides	DSM 309	30	CECT 4126	
Bacillus mycoides	DSM 384	30	CECT 4127	
Bacillus mycoides	DSM 2048	30	CECT 4128	GCA_000003925.1; GCA_000832605.1
Loigolactobacillus coryniformis	DSM 20004	30	CECT 4129	GCA_000184285.1
Lacticaseibacillus paracasei	DSM 20008	30	CECT 4130	
Ligilactobacillus agilis	DSM 20509	37	CECT 4131	GCA_001436215.1
Lactobacillus amylovorus	DSM 20531	37	CECT 4132	GCA_001433985.1
Amylolactobacillus amylophilus	DSM 20533	30	CECT 4133	GCA_001436185.1; GCA_001311665.1
Carnobacterium maltaromaticum	DSM 20342	30	CECT 4134	GCA_000744945.1; GCA_001437315.1
Ligilactobacillus murinus	DSM 20452	30	CECT 4135	GCA_001436015.1; GCA_001436015.1
Lactobacillus homohiochii	DSM 20571	30	CECT 4136	GCA_001436985.1
Salmonella enterica	NCTC 8393	37	CECT 4138	
Salmonella enterica	NCTC 8389	37	CECT 4139	
Eggerthia catenaformis	DSM 20559	37	CECT 4140	GCA_000422605.1
Salmonella enterica	NCTC 92	37	CECT 4141	
Corynebacterium urealyticum	Armendariz	37	CECT 4142	GCA_000069945.1; GCA_900187235.1
Corynebacterium urealyticum	Bajo	37	CECT 4143	
Corynebacterium urealyticum	Garcia	37	CECT 4144	
Pseudomonas aeruginosa	NCTC 6750	37	CECT 4145	
Staphylococcus aureus	NCIMB 10819	37	CECT 4146	
Burkholderia gladioli	DSM 4285	30	CECT 4148	GCA_000959725.1; GCA_000739755.1
Liquorilactobacillus mali	DSM 20483	30	CECT 4149	
Salmonella enterica	NCTC 8394	37	CECT 4150	
Salmonella enterica	CCTM La 1878	37	CECT 4151	
Salmonella enterica	NCTC 9676	37	CECT 4152	
Salmonella enterica	NCTC 6022	37	CECT 4153	
Salmonella enterica	NCTC 5742	37	CECT 4154	
Salmonella enterica	NCTC 5188	37	CECT 4155	
Salmonella enterica	NCTC 12190	37	CECT 4156	
Corynebacterium glutamicum	CCTM La 2336	30	CECT 4157	GCA_000196335.1; GCA_000382905.1
Corynebacterium minutissimum	CCTM La 3512	37	CECT 4158	GCA_000805675.1; GCA_001552395.1; GCA_900478045.1
Corynebacterium striatum	CCTM La 3520	37	CECT 4159	GCA_000159135.1
Corynebacterium xerosis	CCTM La 3516	37	CECT 4160	GCA_000988235.1; GCA_001552415.1
Brevibacterium casei	NCFB 2048	30	CECT 4161	GCA_900169275.1
Brevibacterium epidermidis	NCFB 2286	30	CECT 4162	GCA_001570805.1
Corynebacterium amycolatum	NCFB 2768	30	CECT 4163	
Corynebacterium variabile	NCDO 2097	30	CECT 4164	
Dermabacter hominis	NCFB 2769	30	CECT 4165	GCA_001570785.1
Ancylobacter aquaticus	DSM 101	26	CECT 4166	
Escherichia coli	DSM 423	37	CECT 4167	
Pseudomonas aeruginosa	CCTM La 2772	37	CECT 4169	
Photobacterium kishitanii	DSM 2167	26	CECT 4172	
Leuconostoc lactis	DSM 20202	30	CECT 4173	GCA_000185085.2
Vibrio vulnificus	NCIMB 2138	30	CECT 4174	
Lacticaseibacillus paracasei	NCIMB 9709	30	CECT 4175	GCA_001436485.1
Escherichia coli	NCIMB 12416	37	CECT 4177	
Corynebacterium variabile	NCIMB 9455	30	CECT 4178	GCA_000720035.1
Lactobacillus acidophilus	NCIMB 1723	37	CECT 4179	
Lactiplantibacillus plantarum	NCIMB 1406	30	CECT 4180	
Listeria grayi	NCTC 10815	37	CECT 4181	
Salmonella enterica	CCTM La 278	37	CECT 4182	
Staphylococcus epidermidis	CCTM La 3831	37	CECT 4183	
Staphylococcus epidermidis	CCTM La 3832	37	CECT 4184	
Lactiplantibacillus plantarum	NCFB 1193	30	CECT 4185	
Clostridium saccharoperbutylacetonicum	NCIMB 12606	37	CECT 4187	
Pseudoalteromonas haloplanktis	LMG 2852	26	CECT 4188	
Alteromonas macleodii	LMG 2843	30	CECT 4189	GCA_000172635.2
Oceanospirillum linum	LMG 5214	26	CECT 4190	GCA_001995095.2
Photobacterium leiognathi	LMG 4228	26	CECT 4191	GCA_000950415.1
Photobacterium phosphoreum	LMG 4233	26	CECT 4192	GCA_000949955.1
Vibrio pelagius	NCIMB 2253	26	CECT 4194	
Vibrio tubiashii	NCIMB 1340	26	CECT 4196	GCA_000772105.1; GCA_000222665.1
Corynebacterium sp	A501/85	37	CECT 4197	
Corynebacterium sp	A509/85	37	CECT 4198	
Aeromonas allosaccharophila	Esteve 289	30	CECT 4199	GCA_000819685.1
Aeromonas allosaccharophila	Esteve E290	30	CECT 4200	
Escherichia coli	DSM 613	37	CECT 4201	
Vibrio pelagius	ATCC 25916	26	CECT 4202	
Vibrio furnissii	ATCC 35016	30	CECT 4203	GCA_000176175.1
Vibrio splendidus	ATCC 33789	30	CECT 4204	
Corynebacterium sp	NCTC 11859	37	CECT 4205	
Paenarthrobacter ilicis	NCPPB 1228	30	CECT 4207	
Rathayibacter iranicus	NCPPB 2253	30	CECT 4208	GCA_002933035.1
Clavibacter michiganensis	NCPPB 2581	26	CECT 4209	GCA_000355695.1
Rathayibacter rathayi	NCPPB 2980	30	CECT 4210	GCA_900215645.1
Curtobacterium flaccumfaciens	NCPPB 1446	30	CECT 4211	
Curtobacterium flaccumfaciens	NCPPB 2113	30	CECT 4212	
Curtobacterium flaccumfaciens	NCPPB 854	30	CECT 4213	
Enterobacter cloacae	Enterobacter cloacae	30	CECT 4214	
Vibrio harveyi	NCIMB 12705	26	CECT 4215	
Vibrio cincinnatiensis	NCTC 12012	26	CECT 4216	GCA_900167345.1
Vibrio fluvialis	NCTC 11327	30	CECT 4217	GCA_001558415.2; GCA_001598835.1
Vibrio mimicus	NCTC 11435	30	CECT 4218	GCA_000338875.1
Lactiplantibacillus plantarum	Lactobacillus	30	CECT 4219	
Aeromonas allosaccharophila	ATCC 35942	30	CECT 4220	
Aeromonas hydrophila	ATCC 15467	30	CECT 4221	
Aeromonas caviae	NCIMB 9235	30	CECT 4222	
Aeromonas caviae	ATCC 14486	30	CECT 4223	
Aeromonas eucrenophila	NCIMB 74	30	CECT 4224	GCA_000819865.1
Aeromonas hydrophila	ATCC 13442	30	CECT 4225	
Aeromonas caviae	NCIMB 9234	30	CECT 4226	
Aeromonas bestiarum	CIP 74.30	30	CECT 4227	GCA_000819745.1
Aeromonas jandaei	ATCC 49568	30	CECT 4228	GCA_000819955.1
Aeromonas jandaei	ATCC 49570	30	CECT 4229	
Aeromonas jandaei	ATCC 49572	30	CECT 4231	
Aeromonas media	ATCC 33907	26	CECT 4232	GCA_000819985.1
Aeromonas media	NCIMB 2237	26	CECT 4233	
Aeromonas media	ATCC 35950	26	CECT 4234	
Aeromonas salmonicida	NCIMB 833	26	CECT 4235	
Aeromonas salmonicida	NCIMB 1103	26	CECT 4237	
Aeromonas salmonicida	NCIMB 1109	26	CECT 4238	
Aeromonas salmonicida	NCIMB 2112	26	CECT 4239	
Aeromonas schubertii	ATCC 43700	30	CECT 4240	GCA_000820105.1; GCA_000820105.2; GCA_001481395.1
Aeromonas schubertii	DSM 4882	30	CECT 4241	
Aeromonas sobria	CIP 74.33	30	CECT 4245	GCA_000820145.1
Aeromonas veronii	NCIMB 37	30	CECT 4246	
Aeromonas sobria	JCM 2137	30	CECT 4248	
Aeromonas sobria	JCM 2138	30	CECT 4249	
Aeromonas sobria	JCM 2140	30	CECT 4250	
Aeromonas sobria	JCM 2142	30	CECT 4251	
Aeromonas sobria	JCM 2143	30	CECT 4252	
Aeromonas sp	ATCC 35941	30	CECT 4253	
Aeromonas diversa	ATCC 43946	30	CECT 4254	GCA_000367845.1; GCA_000819805.1
Aeromonas enteropelogenes	ATCC 49657	30	CECT 4255	
Aeromonas veronii	NCIMB 13015	30	CECT 4257	GCA_000820225.1
Aeromonas veronii	ATCC 35622	30	CECT 4258	
Aeromonas veronii	ATCC 35623	30	CECT 4259	
Aeromonas veronii	ATCC 35625	30	CECT 4260	
Aeromonas veronii	ATCC 35626	30	CECT 4261	
Plesiomonas shigelloides	NCTC 10360	30	CECT 4262	GCA_900087055.1
Clavibacter michiganensis	LMG 7295	26	CECT 4263	
Geobacillus kaustophilus	NCIMB 8547	55	CECT 4264	GCA_000739955.1
Halomonas aquamarina	LMG 3449	30	CECT 4265	
Salmonella enterica	NCTC 11881	37	CECT 4266	
Escherichia coli	CCTM La 2947	37	CECT 4267	
Weissella paramesenteroides	NCDO 803	30	CECT 4268	GCA_000160575.1
Labrenzia aggregata	NCIMB 2208	26	CECT 4269	GCA_000168975.1
Ahrensia kielensis	NCIMB 2205	26	CECT 4270	GCA_000374465.1
Porphyrobacter sanguineus	NCIMB 1539	26	CECT 4271	GCA_900143235.1; GCA_002155655.1
Jeotgalibacillus marinus	NCIMB 2140	20	CECT 4272	GCA_001274925.1
Blastomonas natatoria	NCIMB 12085	30	CECT 4273	
Brevibacterium sp	ATCC 21111	30	CECT 4274	
Corynebacterium stationis	NCIMB 565	30	CECT 4275	GCA_001941345.1
Tenacibaculum maritimum	NCIMB 2153	30	CECT 4276	
Zobellia uliginosa	NCIMB 1863	30	CECT 4277	
Cobetia marina	ATCC 25374	26	CECT 4278	GCA_001720485.1
Halomonas elongata	NCIMB 2198	30	CECT 4279	GCA_000196875.2
Lysobacter antibioticus	NCIMB 10773	30	CECT 4280	GCA_001442535.1
Staphylococcus aureus	NCTC 8342	37	CECT 4281	
Cellulosimicrobium cellulans	DSM 43879	30	CECT 4282	GCA_900102445.1
Cellulomonas fimi	DSM 20113	30	CECT 4283	GCA_000212695.1
Cellulomonas uda	DSM 20107	30	CECT 4284	
Cellulomonas uda	DSM 20108	30	CECT 4285	
Corallococcus coralloides	DSM 2259	30	CECT 4288	GCA_000255295.1
Myxococcus fulvus	DSM 434	30	CECT 4289	
Myxococcus virescens	DSM 2260	30	CECT 4290	
Myxococcus xanthus	DSM 435	30	CECT 4291	
Ruegeria atlantica	DSM 5823	20	CECT 4292	GCA_001458195.1
Ruegeria meteori	DSM 5824	20	CECT 4293	
Sorangium cellulosum	DSM 2276	30	CECT 4295	
Salmonella enterica	CCTM La 2320	37	CECT 4296	
Mesorhizobium loti	DSM 30133	26	CECT 4297	
Rhizobium leguminosarum	DSM 30138	26	CECT 4298	
Rothia mucilaginosa	DSM 20445	37	CECT 4299	
Rhizobium rhizogenes	NCPPB 2626	26	CECT 4301	
Rhizobium rhizogenes	NCPPB 3068	26	CECT 4302	
Rhizobium rubi	NCPPB 1856	26	CECT 4303	
Rhizobium radiobacter	NCPPB 2992	26	CECT 4304	
Lactobacillus helveticus	NCFB 2712	37	CECT 4305	GCA_000160855.1; GCA_001572805.1
Lactobacillus jensenii	NCFB 2165	30	CECT 4306	GCA_001436455.1
Weissella kandleri	NCFB 2753	30	CECT 4307	GCA_001438705.1
Lactiplantibacillus plantarum	NCDO 82	30	CECT 4308	
Enterococcus saccharolyticus	NCFB 2594	37	CECT 4309	GCA_000407005.1; GCA_000407285.1; GCA_001886235.1
Enterococcus dispar	NCFB 2821	37	CECT 4310	GCA_000406945.1; GCA_000407585.1; GCA_001886105.1
Enterococcus sulfureus	NCFB 2379	37	CECT 4311	GCA_000407025.1; GCA_000407605.1
Bacillus megaterium	CCTM La 3685	30	CECT 4313	GCA_000832985.1; GCA_000764085.1
Yersinia aldovae	CCTM La 2937	30	CECT 4314	GCA_000173735.1
Yersinia enterocolitica	CCTM La 3251	30	CECT 4315	GCA_000755055.1
Yersinia frederiksenii	CCTM La 2938	30	CECT 4316	GCA_000754805.1; GCA_000168015.1
Yersinia intermedia	CCTM La 2939	30	CECT 4317	GCA_000168035.1
Yersinia kristensenii	CCTM La 2940	30	CECT 4318	GCA_000173715.1
Yersinia ruckeri	CIP 82.80	30	CECT 4319	GCA_000754815.1; GCA_000173755.1
Bacillus licheniformis	CCTM La 3686	37	CECT 4320	
Salmonella enterica	NCTC 8262	37	CECT 4321	
Deinococcus radiophilus	NCTC 10785	30	CECT 4323	
Pasteurella multocida	CVI 47459	37	CECT 4324	
Pasteurella multocida	NCTC 12178	37	CECT 4325	
Bacillus sp	DSM 406	70	CECT 4327	
Alicyclobacillus acidocaldarius	DSM 446	55	CECT 4328	GCA_000024285.1
Aeromonas hydrophila	Esteve TW1	30	CECT 4330	
Aeromonas sobria	Esteve TW2	30	CECT 4331	
Aeromonas sobria	Esteve E-13	30	CECT 4333	
Aeromonas jandaei	Esteve TW9	30	CECT 4335	
Aeromonas jandaei	Esteve AO60	30	CECT 4336	
Aeromonas jandaei	Esteve AO62	30	CECT 4337	
Aeromonas jandaei	Esteve E30	30	CECT 4338	
Aeromonas jandaei	Esteve SO337	30	CECT 4339	
Aeromonas encheleia	Esteve S177	30	CECT 4340	
Aeromonas encheleia	Esteve S176	30	CECT 4341	
Aeromonas encheleia	Esteve S-181	30	CECT 4342	GCA_000819825.1
Aeromonas encheleia	Esteve S191	30	CECT 4343	
Vibrio anguillarum	Esteve TW153	30	CECT 4344	
Vibrio anguillarum	Esteve TW157	30	CECT 4345	
Vibrio anguillarum	Esteve TW137	30	CECT 4346	
Vibrio anguillarum	Esteve TW139	30	CECT 4347	
Vibrio furnissii	Esteve TW-144	30	CECT 4348	
Vibrio furnissii	Esteve TW-145	30	CECT 4349	
Vibrio furnissii	Esteve TW-264	30	CECT 4350	
Vibrio furnissii	Esteve TW-305	30	CECT 4351	
Plesiomonas shigelloides	Esteve S-323	30	CECT 4352	
Plesiomonas shigelloides	Esteve S-334	30	CECT 4354	
Pseudomonas sp	LMG 123	30	CECT 4355	
Hoeflea marina	LMG 128	30	CECT 4356	GCA_003182275.1
Thalassobius gelatinovorus	LMG 129	26	CECT 4357	GCA_001458355.1; GCA_900111045.1
Sphingorhabdus sp	LMG 134	26	CECT 4358	
Sphingorhabdus sp	LMG 135	26	CECT 4359	
Rhizobium radiobacter	LMG 139	26	CECT 4360	
Rhizobium radiobacter	LMG 141	26	CECT 4361	
Rhizobium radiobacter	LMG 142	26	CECT 4362	
Rhizobium radiobacter	LMG 169	26	CECT 4363	
Rhizobium radiobacter	LMG 181	26	CECT 4364	
Rhizobium radiobacter	LMG 185	26	CECT 4365	
Rhizobium radiobacter	LMG 186	26	CECT 4366	
Rhizobium radiobacter	LMG 236	26	CECT 4367	
Arthrobacter sp	LMG 136	30	CECT 4368	
Salmonella enterica	Borrego 91-F	37	CECT 4370	
Salmonella enterica	Borrego 7-F	37	CECT 4371	
Salmonella enterica	Borrego 714	37	CECT 4372	
Salmonella enterica	Borrego 1	37	CECT 4373	
Salmonella enterica	Borrego 8F	37	CECT 4374	
Salmonella enterica	Borrego 725	37	CECT 4375	
Salmonella enterica	Borrego 4-F	37	CECT 4376	
Salmonella enterica	Borrego 1401	37	CECT 4377	
Salmonella enterica	Borrego 1386	37	CECT 4378	
Salmonella enterica	Borrego 33F	37	CECT 4379	
Salmonella enterica	Borrego 7000	37	CECT 4381	
Salmonella enterica	Borrego 13F	37	CECT 4382	
Salmonella enterica	Borrego 1143	37	CECT 4383	
Salmonella enterica	Borrego 1115	37	CECT 4384	
Salmonella enterica	Borrego 716	37	CECT 4386	
Bacillus cereus	NCTC 9946	30	CECT 4387	
Novosphingobium capsulatum	DSM 30196	30	CECT 4388	GCA_001598375.1
Pseudomonas syringae	NCPPB 1357	26	CECT 4389	
Pseudomonas syringae	NCPPB 1103	26	CECT 4390	
Pseudomonas syringae	NCPPB 1427	26	CECT 4391	
Pseudomonas syringae	NCPPB 2706	26	CECT 4392	
Pseudomonas syringae	NCPPB 1106	26	CECT 4393	
Pseudomonas syringae	NCPPB 1369	26	CECT 4394	
Salmonella enterica	NCTC 7305	37	CECT 4395	
Salmonella enterica	NCTC 4444	37	CECT 4396	
Salmonella enterica	NCTC 5721	37	CECT 4397	
Azorhizobium caulinodans	LMG 6465	30	CECT 4398	GCA_000010525.1
Neorhizobium galegae	LMG 6214	30	CECT 4399	GCA_000731315.1
Pseudomonas aeruginosa	NCTC 11440	37	CECT 4400	
Pseudomonas aeruginosa	NCTC 11441	37	CECT 4401	
Pseudomonas aeruginosa	NCTC 11669	37	CECT 4402	
Pseudomonas aeruginosa	NCTC 11442	37	CECT 4403	
Pseudomonas aeruginosa	NCTC 11443	37	CECT 4404	
Pseudomonas aeruginosa	NCTC 11444	37	CECT 4405	
Pseudomonas aeruginosa	NCTC 11670	37	CECT 4406	
Pseudomonas aeruginosa	NCTC 11446	26	CECT 4407	
Pseudomonas aeruginosa	NCTC 11671	37	CECT 4408	
Pseudomonas aeruginosa	NCTC 11672	37	CECT 4409	
Pseudomonas aeruginosa	NCTC 11673	37	CECT 4410	
Pseudomonas aeruginosa	NCTC 11445	37	CECT 4411	
Pseudomonas aeruginosa	NCTC 11447	37	CECT 4412	
Pseudomonas aeruginosa	NCTC 11449	37	CECT 4414	
Pseudomonas aeruginosa	NCTC 11450	37	CECT 4415	
Pseudomonas aeruginosa	NCTC 11451	37	CECT 4416	
Pseudomonas aeruginosa	NCTC 11452	37	CECT 4417	
Pseudomonas aeruginosa	NCTC 11453	37	CECT 4418	
Pseudomonas aeruginosa	NCTC 11663	37	CECT 4419	
Pseudomonas aeruginosa	NCTC 11839	37	CECT 4420	
Pseudomonas aeruginosa	NCTC 11455	37	CECT 4421	
Pseudomonas aeruginosa	NCTC 11456	37	CECT 4422	
Acidovorax sp	NRRL B-12227	30	CECT 4423	
