Source_ID	ncbiTaxID	Name	Type	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
2510	1267	Sarcina ventriculi	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Sarcina
2512	2053610	Sarcina sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Sarcina
2513	2053610	Sarcina sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Sarcina
2514	285106	Tepidimicrobium ferriphilum	optimum	50	Bacteria	Bacillota	Tissierellia	Tissierellales	Tepidimicrobiaceae	Tepidimicrobium
2515	1123352	Tepidimicrobium xylanilyticum	optimum	60	Bacteria	Bacillota	Tissierellia	Tissierellales	Tepidimicrobiaceae	Tepidimicrobium
2516	941824	Thermobrachium celere	growth	55	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Thermobrachium
2517	53422	Thermobrachium celere	growth	65	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Thermobrachium
2518	1121261	Clostridium fervidum	growth	65	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
2519	1121262	Caloramator proteoclasticus	growth	55	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
2520	95159	Caloramator coolhaasii	growth	55	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
2521	1121263	Caloramator viterbiensis	growth	55	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
2523	857293	Caloramator australicus	optimum	60	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
2524	908809	Caloramator mitchellensis	optimum	55	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
2525	568790	Caloramator boliviensis	optimum	60	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator
2526	1121264	Caloranaerobacter azorensis	growth	65	Bacteria	Bacillota	Tissierellia	Tissierellales	Thermohalobacteraceae	Caloranaerobacter
2527	1121266	Caminicella sporogenes	growth	60	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caminicella
2528	84022	Clostridium aceticum	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2529	272562	Clostridium acetobutylicum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2530	991791	Clostridium acetobutylicum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2531	1488	Clostridium acetobutylicum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2532	1488	Clostridium acetobutylicum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2533	1488	Clostridium acetobutylicum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2534	1488	Clostridium acetobutylicum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2535	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2536	1488	Clostridium acetobutylicum	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2537	1556	Gottschalkia acidurici	optimum	31-37	Bacteria	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia
2538	1556	Gottschalkia acidurici	growth	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia
2539	1556	Gottschalkia acidurici	growth	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia
2540	1495	Clostridium cylindrosporum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2541	1556	Gottschalkia acidurici	growth	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia
2542	1121297	Anaerocolumna aminovalerica	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerocolumna
2543	1551	Clostridium aurantibutyricum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2544	1561	Clostridium baratii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2545	1561	Clostridium baratii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2546	1561	Clostridium baratii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2547	1520	Clostridium butyricum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2548	1520	Clostridium beijerinckii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2549	1520	Clostridium beijerinckii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2550	1520	Clostridium beijerinckii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2551	1520	Clostridium beijerinckii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2552	1520	Clostridium beijerinckii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2553	1520	Clostridium beijerinckii	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2554	1520	Clostridium beijerinckii	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2555	1520	Clostridium beijerinckii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2556	1490	Paraclostridium bifermentans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Paraclostridium
2557	1490	Paraclostridium bifermentans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Paraclostridium
2558	1490	Paraclostridium bifermentans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Paraclostridium
2559	1490	Paraclostridium bifermentans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Paraclostridium
2560	1492	Clostridium butyricum	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2561	1492	Clostridium butyricum	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2562	1492	Clostridium butyricum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2563	1316931	Clostridium butyricum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2564	1529	Clostridium cadaveris	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2565	1530	Clostridium carnis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2566	545697	Clostridium celatum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2567	29355	Ruminiclostridium cellobioparum	optimum	30-37	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium
2568	1493	Clostridium cellulovorans	optimum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2569	1531	Enterocloster clostridioformis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster
2570	1494	Clostridium cochlearium	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2571	1494	Clostridium cochlearium	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2572	1494	Clostridium cochlearium	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2573	1494	Clostridium cochlearium	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2574	1494	Clostridium cochlearium	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2575	1121304	Clostridium cocleatum	growth	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia
2576	1121306	Clostridium collagenovorans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2577	1121307	Clostridium cylindrosporum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2578	1556	Gottschalkia acidurici	growth	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia
2579	1495	Clostridium cylindrosporum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2580	1556	Gottschalkia acidurici	growth	37	Bacteria	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia
2581	1495	Clostridium cylindrosporum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2582	1496	Clostridioides difficile	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides
2583	1496	Clostridioides difficile	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides
2584	1496	Clostridioides difficile	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides
2585	1121309	Clostridium fallax	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2586	1121310	Clostridium felsineum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2587	1497	Clostridium formicaceticum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2589	1497	Clostridium formicaceticum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2590	1497	Clostridium formicaceticum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2591	1497	Clostridium formicaceticum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2592	1497	Clostridium formicaceticum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2593	1497	Clostridium formicaceticum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2594	1497	Clostridium formicaceticum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2595	1497	Clostridium formicaceticum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2596	36841	Terrisporobacter glycolicus	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Terrisporobacter
2597	36841	Terrisporobacter glycolicus	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Terrisporobacter
2598	36841	Terrisporobacter glycolicus	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Terrisporobacter
2599	1498	Hathewaya histolytica	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hathewaya
2600	1498	Hathewaya histolytica	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hathewaya
2601	1498	Hathewaya histolytica	optimum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hathewaya
2602	69825	Lacrimispora indolis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora
2603	1522	Clostridium innocuum	growth	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia
2604	1522	Clostridium innocuum	growth	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia
2605	1121321	Asaccharospora irregularis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Asaccharospora
2606	431943	Clostridium kluyveri	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2607	1534	Clostridium kluyveri	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2608	1534	Clostridium kluyveri	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2609	1534	Clostridium kluyveri	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2610	1534	Clostridium kluyveri	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2611	1534	Clostridium kluyveri	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2612	428125	Clostridium leptum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	
2613	1536	Hathewaya limosa	optimum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hathewaya
2614	1121325	Romboutsia lituseburensis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Romboutsia
2615	1121326	Clostridium magnum	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2616	33954	Clostridium magnum	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2617	1539	Clostridium malenominatum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2618	1540	Clostridioides mangenotii	growth	26	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides
2618	1540	Clostridioides mangenotii	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides
2619	500632	Clostridium nexile	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Tyzzerella
2620	1543	Clostridium oceanicum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2621	1544	Faecalicatena orotica	optimum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Faecalicatena
2622	588581	Ruminiclostridium papyrosolvens	growth	25	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium
2623	29363	Clostridium paraputrificum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2624	29363	Clostridium paraputrificum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2625	29363	Clostridium paraputrificum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2626	1262449	Clostridium pasteurianum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2626	1262449	Clostridium pasteurianum	growth	32	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2626	1262449	Clostridium pasteurianum	minimum	25	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2626	1262449	Clostridium pasteurianum	maximum	45	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2627	1501	Clostridium pasteurianum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2628	1501	Clostridium pasteurianum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2629	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2630	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2631	195103	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2632	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2633	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2634	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2635	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2636	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2637	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2638	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2639	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2640	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2641	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2642	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2643	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2644	1502	Clostridium perfringens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2645	1121329	Clostridium polysaccharolyticum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium
2646	991789	Anaerotignum propionicum	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum
2646	991789	Anaerotignum propionicum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum
2647	28446	Anaerotignum propionicum	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum
2648	1121331	Hathewaya proteolytica	optimum	30-37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hathewaya
2649	29367	Clostridium puniceum	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2650	1503	Gottschalkia purinilytica	optimum	36	Bacteria	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia
2651	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2652	99675	Clostridium putrefaciens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2652	99675	Clostridium putrefaciens	growth	26	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2653	445974	Clostridium ramosum	growth	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia
2654	850	Fusobacterium mortiferum	growth	37	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
2655	84029	Clostridium roseum	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2656	84029	Clostridium roseum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2657	84030	Lacrimispora saccharolytica	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora
2658	36745	Clostridium saccharoperbutylacetonicum	growth	30-37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2659	36745	Clostridium saccharoperbutylacetonicum	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2660	29369	Clostridium sardiniense	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2661	29369	Clostridium sardiniense	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2662	29369	Clostridium sardiniense	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2663	84031	Clostridium sartagoforme	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2664	84031	Clostridium sartagoforme	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2665	1548	Clostridium scatologenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2666	1292036	Paeniclostridium sordellii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Paeniclostridium
2667	1506	Clostridium sp.	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2668	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2669	1676991	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2670	1393035	Thermoanaerobacterium sp.	growth	55	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium
2671	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2672	2949965	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2672	2949965	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2673	1506	Clostridium sp.	growth	55	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2674	1506	Clostridium sp.	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2676	1506	Clostridium sp.	growth	28	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2677	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2678	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2679	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2680	1646383	Halanaerobium saccharolyticum	growth	45	Bacteria	Bacillota	Tissierellia	Tissierellales	Sporanaerobacteraceae	Anaerosalibacter
2681	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2682	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2683	1506	Clostridium sp.	growth	28	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2684	1506	Clostridium sp.	growth	28	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2685	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2686	1761781	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2687	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2688	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2689	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2690	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2691	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2692	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2693	2613924	Hungatella sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hungatella
2694	2613924	Hungatella sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hungatella
2695	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2696	1506	Clostridium sp.	growth	20	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2697	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2698	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2699	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2700	1506	Clostridium sp.	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2701	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2702	1506	Clostridium sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2703	29370	Lacrimispora sphenoides	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora
2704	29370	Lacrimispora sphenoides	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora
2705	29370	Lacrimispora sphenoides	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora
2706	428126	Clostridium spiroforme	growth	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia
2707	1509	Clostridium sporogenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2708	1509	Clostridium sporogenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2709	1509	Clostridium sporogenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2710	1509	Clostridium sporogenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2711	1509	Clostridium sporogenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2712	1509	Clostridium sporogenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2713	1491	Clostridium putrificum	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2714	1509	Clostridium sporogenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2715	1509	Clostridium sporogenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2716	1121334	Clostridium sporosphaeroides	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	
2717	499177	Acetoanaerobium sticklandii	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Acetoanaerobium
2717	499177	Acetoanaerobium sticklandii	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Acetoanaerobium
2718	1550	Clostridium subterminale	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2719	1550	Clostridium subterminale	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
2720	1550	Clostridium subterminale	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
