random_state	C	epsilon	TestR2	TestRMSE	ValR2	ValRMSE	TrainR2	TrainRMSE
random_state	C	epsilon	TestR2	TestRMSE	ValR2	ValRMSE	TrainR2	TrainRMSE
random_state	C	epsilon	TestR2	TestRMSE	ValR2	ValRMSE	TrainR2	TrainRMSE
random_state	C	epsilon	TestR2	TestRMSE	ValR2	ValRMSE	TrainR2	TrainRMSE
random_state	C	epsilon	TestR2	TestRMSE	ValR2	ValRMSE	TrainR2	TrainRMSE
1	10	6.113747728543846e-06	680	4	None	0.10096043723208643	0.8760896081101025	7.2744359772876095	0.903688988573518	7.192131074335352	0.9581675295127949	3.8858080381228
2	10	0.001224520235306079	427	17	None	0.10958416321424837	0.8659710351572261	7.571168843106857	0.8869919581573935	8.187085074544832	0.9427736130924975	4.457098877327365
3	9	2.7255603797739867e-06	614	2	None	0.1460266585622062	0.8653967675381874	7.559164739748726	0.8517543596673115	8.826918289936918	0.9513286031295242	4.311982118418274
4	10	0.0005207973613651	270	33	None	0.10110847516801928	0.8517492539858555	7.921740212224917	0.865066395452933	8.718101458190835	0.9198847237973211	5.424468725015866
5	8	4.338782837234501e-06	945	8	None	0.20632544577026224	0.8477539730760087	7.918279422373667	0.8576993710197122	9.054818670539635	0.9258120885254614	5.219187133888575
6	10	0.0017788695375806384	396	2	None	0.15435945019069836	0.845260762756216	7.868567016931847	0.8661787976495203	8.373680964190166	0.9607415048797564	4.185153171056255
7	10	5.786276313073016e-07	818	16	None	0.1211177906901168	0.8526867272076484	7.666153527648716	0.855994453091832	9.261157511593124	0.9459091024823143	4.564753266877581
8	10	7.994574436855405e-08	992	4	None	0.10357529756975033	0.8742302247964782	7.148010380601254	0.8802636644207671	8.26654347543245	0.9607451562731761	3.978121999345822
9	10	1.4838847367239126e-07	556	4	None	0.1393106973038889	0.8782388319845473	7.105787174858632	0.8917749880957453	7.717900819751588	0.9582768095130116	4.040159855234446
10	10	3.1567370382196406e-08	236	8	None	0.1290984380192263	0.8689276575702922	7.39562694047707	0.896550066259885	8.044049272460136	0.952570534807906	4.280709522553749
