ncbiTaxID	Source_ID	Name	Strain	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
1445	CECT 1	Bacillus alcalophilus	NCTC 4553	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus
44250	CECT 2	Paenibacillus alvei	NCTC 6352	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1348626	CECT 10	Bacillus circulans	NCTC 2610	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia
1398	CECT 12	Bacillus coagulans	CIP 66.25	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Weizmannia
1314753	CECT 14	Bacillus firmus	NCTC 10335	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus
1465	CECT 15	Brevibacillus laterosporus	NCTC 6357	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
1455	CECT 17	Bacillus badius	NCTC 10333	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1348624	CECT 18	Bacillus lentus	NCTC 4824	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia
1402	CECT 20	Bacillus licheniformis	NCTC 10341	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
948756	CECT 24	Paenibacillus macquariensis	NCTC 10419	20	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1408	CECT 29	Bacillus pumilus	NCTC 10337	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1421	CECT 33	Lysinibacillus sphaericus	NCTC 10338	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
1423	CECT 35	Bacillus subtilis	NCTC 8236	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1423	CECT 36	Bacillus subtilis	NCIB 8993	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1452	CECT 38	Bacillus atrophaeus	NCIB 8058	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1423	CECT 39	Bacillus subtilis	NR Smith 1315	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1473	CECT 42	Virgibacillus pantothenticus	NCTC 8162	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus
1422	CECT 43	Geobacillus stearothermophilus	CIP 66.23	55	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus
1404	CECT 44	Bacillus megaterium	ATCC 25848	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
562	CECT 45	Escherichia coli	NCIB 86	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1422	CECT 47	Geobacillus stearothermophilus	NCDO 1780	55	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus
1422	CECT 48	Geobacillus stearothermophilus	Bacillus stearothermophilus var. calidolactis	55	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus
1422	CECT 49	Geobacillus stearothermophilus	NCIMB 8919	55	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus
1275	CECT 52	Kocuria rosea	NCTC 7523	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1280	CECT 59	Staphylococcus aureus	NCIMB 6571	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1703	CECT 69	Brevibacterium linens	NCIMB 9909	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium
1718	CECT 70	Corynebacterium glutamicum	ATCC 21798	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1718	CECT 71	Corynebacterium glutamicum	ATCC 21801	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1697	CECT 72	Corynebacterium ammoniagenes	ATCC 19350	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1718	CECT 74	Corynebacterium glutamicum	ATCC 21086	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1703	CECT 75	Brevibacterium linens	ATCC 19391	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium
273384	CECT 76	Brevibacterium aurantiacum	NCIMB 8546	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium
1718	CECT 77	Corynebacterium glutamicum	ATCC 13869	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1718	CECT 78	Corynebacterium glutamicum	ATCC 13287	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1718	CECT 79	Corynebacterium glutamicum	ATCC 21253	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1718	CECT 80	Corynebacterium glutamicum	ATCC 21254	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1280	CECT 82	Staphylococcus aureus	NCTC 10443	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1280	CECT 86	Staphylococcus aureus	NCTC 8532	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
358	CECT 88	Rhizobium radiobacter	ATV	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
358	CECT 90	Rhizobium radiobacter	C-58	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
29438	CECT 93	Pseudomonas savastanoi	NCPPB 1464	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
317	CECT 94	Pseudomonas syringae	NCPPB 1652	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
339	CECT 97	Xanthomonas campestris	NCPPB 528	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
1254	CECT 98	Pediococcus acidilactici	ATCC 8042	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
562	CECT 99	Escherichia coli	NCIMB 8666	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 100	Escherichia coli	NCIB 9485	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 101	Escherichia coli	NCIMB 9484	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 102	Escherichia coli	NCIMB 9483	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 103	Escherichia coli	Ferrer 12	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 104	Escherichia coli	GY1	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 105	Escherichia coli	GY4054	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 106	Escherichia coli	GY 36	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
498388	CECT 107	Escherichia coli	C	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
287	CECT 108	Pseudomonas aeruginosa	ATCC 27853	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
287	CECT 109	Pseudomonas aeruginosa	NCIMB 9685	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
287	CECT 110	Pseudomonas aeruginosa	NCIMB 8295	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
287	CECT 111	Pseudomonas aeruginosa	NCIMB 8626	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
40324	CECT 112	Stenotrophomonas maltophilia	Diaz 552	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
40324	CECT 113	Stenotrophomonas maltophilia	555	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
216778	CECT 114	Stenotrophomonas rhizophila	NCPPB 1975	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
40324	CECT 115	Stenotrophomonas maltophilia	NCIMB 9203	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
287	CECT 116	Pseudomonas aeruginosa	NCIMB 10421	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
28094	CECT 117	Burkholderia caryophylli	NCPPB 349	26	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia
287	CECT 118	Pseudomonas aeruginosa	NCTC 10662	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
287	CECT 119	Pseudomonas aeruginosa	NCIMB 8704	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
47879	CECT 124	Pseudomonas corrugata	NCPPB 2445	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
305	CECT 125	Ralstonia solanacearum	NCPPB 1493	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
317	CECT 126	Pseudomonas syringae	NCPPB 996	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
317	CECT 127	Pseudomonas syringae	NCPPB 93	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
28092	CECT 128	Robbsia andropogonis	NCPPB 968	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Robbsia
1396	CECT 131	Bacillus cereus	NCIMB 7464	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
573	CECT 141	Klebsiella pneumoniae	NCTC 7761	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
573	CECT 142	Klebsiella pneumoniae	CIP 53.153	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
573	CECT 143	Klebsiella pneumoniae	NCTC 9633	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
573	CECT 144	Klebsiella pneumoniae	ATCC 27736	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
511	CECT 145	Alcaligenes faecalis	NCTC 415	37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
1396	CECT 148	Bacillus cereus	NCTC 2599	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
29332	CECT 151	Domibacillus aminovorans	NCTC 2870	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Domibacillus
1408	CECT 152	Bacillus pumilus	NCTC 8241	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1406	CECT 153	Paenibacillus polymyxa	NCTC 4747	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
1406	CECT 155	Paenibacillus polymyxa	NCTC 10343	30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
569	CECT 157	Hafnia alvei	NCIMB 6578	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia
569	CECT 158	Hafnia alvei	NCTC 8105	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia
615	CECT 159	Serratia marcescens	NCTC 1377	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
585	CECT 165	Proteus vulgaris	NCIMB 8067	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
126385	CECT 166	Providencia alcalifaciens	NCTC 10286	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
585	CECT 167	Proteus vulgaris	NCTC 4635	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
126385	CECT 168	Providencia alcalifaciens	NCTC 6344	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
126385	CECT 169	Providencia alcalifaciens	NCTC 6345	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
584	CECT 170	Proteus mirabilis	NCIMB 5887	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
587	CECT 171	Providencia rettgeri	NCTC 7475	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
584	CECT 172	Proteus mirabilis	NCIB 60	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
582	CECT 173	Morganella morganii	NCTC 235	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella
585	CECT 174	Proteus vulgaris	ATCC 6380	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
1311	CECT 183	Streptococcus agalactiae	NCTC 8181	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1351	CECT 184	Enterococcus faecalis	NCIMB 8256	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
1358	CECT 185	Lactococcus lactis	NCIMB 6681	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
1358	CECT 188	Lactococcus lactis	NCIMB 10484	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
1314	CECT 189	Streptococcus pyogenes	NCIMB 8884	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1314	CECT 190	Streptococcus pyogenes	ATCC 27762	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1314	CECT 191	Streptococcus pyogenes	ATCC 19615	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1280	CECT 192	Staphylococcus aureus	NCIMB 8709	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1396	CECT 193	Bacillus cereus	NCIMB 8849	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
550	CECT 194	Enterobacter cloacae	ATCC 13047	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
1428	CECT 197	Bacillus thuringiensis	NCIMB 9134	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1328314	CECT 203	Azotobacter chroococcum	NCIMB 8003	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
354	CECT 204	Azotobacter vinelandii	NCIMB 8004	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
353	CECT 205	Azotobacter chroococcum	NCIMB 8515	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
354	CECT 208	Azotobacter vinelandii	Str 4	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
116849	CECT 210	Azomonas agilis	NCIMB 8636	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azomonas
1335	CECT 213	Streptococcus equinus	NCTC 8177	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
1245	CECT 215	Leuconostoc mesenteroides	NCIMB 3739	26	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
1580	CECT 216	Levilactobacillus brevis	NCIMB 8561	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus
1247	CECT 217	Oenococcus oeni	DSM 20252	26	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus
1247	CECT 218	Oenococcus oeni	CCM 2834	26	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus
1245	CECT 219	Leuconostoc mesenteroides	NRRL B-1118	26	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
1590	CECT 220	Lactiplantibacillus plantarum	NCIMB 8014	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
1590	CECT 221	Lactiplantibacillus plantarum	ATCC 14431	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
552	CECT 222	Erwinia amylovora	NCPPB 595	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia
1590	CECT 223	Lactiplantibacillus plantarum	19-E-1	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
1590	CECT 224	Lactiplantibacillus plantarum	20 E1	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
554	CECT 225	Pectobacterium carotovorum	NCPPB 312	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium
298	CECT 229	Pseudomonas marginalis	NCPPB 667	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
1272	CECT 230	Kocuria varians	CCUG 35392	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1282	CECT 231	Staphylococcus epidermidis	NCIMB 8853	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1282	CECT 232	Staphylococcus epidermidis	ATCC 14990	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1290	CECT 234	Staphylococcus hominis	DSM 20328	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
29385	CECT 235	Staphylococcus saprophyticus	DSM 20229	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1292	CECT 236	Staphylococcus warneri	DSM 20316	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1288	CECT 237	Staphylococcus xylosus	DSM 20266	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1280	CECT 239	Staphylococcus aureus	NCIMB 9518	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1280	CECT 240	Staphylococcus aureus	ATCC 6538P	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
72000	CECT 241	Kocuria rhizophila	CIP 53.45	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1270	CECT 243	Micrococcus luteus	NCIB 10418	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1270	CECT 244	Micrococcus luteus	NCIB 8994	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1270	CECT 245	Micrococcus luteus	NCIMB 8166	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1272	CECT 246	Kocuria varians	NCIMB 2677	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1270	CECT 247	Micrococcus luteus	NCIB 8942	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
47715	CECT 275	Lacticaseibacillus rhamnosus	NCIMB 8963	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
47715	CECT 276	Lacticaseibacillus rhamnosus	NCIMB 8651	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
1597	CECT 277	Lacticaseibacillus paracasei	NCIB 8835	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
47715	CECT 278	Lacticaseibacillus rhamnosus	NCIMB 8010	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
1354	CECT 279	Enterococcus hirae	NCIMB 6459	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
1584	CECT 282	Lactobacillus delbrueckii	NCIMB 8118	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
1629	CECT 283	Weissella viridescens	NCIMB 8965	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
1613	CECT 285	Limosilactobacillus fermentum	NCIMB 6991	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
1584	CECT 286	Lactobacillus delbrueckii	NCIMB 8130	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
1584	CECT 287	Lactobacillus delbrueckii	NCIMB 8117	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
47715	CECT 288	Lacticaseibacillus rhamnosus	NCIMB 7473	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
33959	CECT 289	Lactobacillus johnsonii	NCIMB 8795	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
53345	CECT 294	Enterococcus durans	NCIB 8191	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
435	CECT 298	Acetobacter aceti	NCIMB 8621	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
1063	CECT 300	Rhodobacter sphaeroides	NCIMB 8253	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cereibacter
1085	CECT 301	Rhodospirillum rubrum	NCIMB 8255	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum
80866	CECT 311	Delftia acidovorans	NCIMB 9681	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia
317	CECT 312	Pseudomonas syringae	NCCPB 1408	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
293	CECT 313	Brevundimonas diminuta	DSM 1635	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
29471	CECT 314	Pectobacterium atrosepticum	NCPPB 549	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium
442	CECT 315	Gluconobacter oxydans	NCIB 4112	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter
293	CECT 317	Brevundimonas diminuta	NCIMB 9393	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
301	CECT 318	Pseudomonas oleovorans	NCIMB 9946	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
300	CECT 320	Pseudomonas mendocina	NCIMB 10541	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
317	CECT 321	Pseudomonas syringae	NCPPB 52	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
292	CECT 322	Burkholderia cepacia	NCIMB 9085	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
62322	CECT 323	Shewanella baltica	NCTC 10735	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
303	CECT 324	Pseudomonas putida	NCIMB 9494	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
316	CECT 325	Pseudomonas sp	NCTC 10475	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas
285	CECT 326	Comamonas testosteroni	NCIMB 8955	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
41276	CECT 327	Brevundimonas vesicularis	NCIMB 1945	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
329	CECT 330	Ralstonia pickettii	NCTC 11149	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
106592	CECT 333	Ensifer adhaerens	IAM 1013	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Ensifer
562	CECT 348	Escherichia coli	NCTC 9706	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 349	Escherichia coli	NCTC 8623	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 351	Escherichia coli	NCTC 9026	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 352	Escherichia coli	NCTC 9707	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1423	CECT 356	Bacillus subtilis	NCIB 8054	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
442	CECT 360	Gluconobacter oxydans	NCIB 621	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter
1492	CECT 361	Clostridium butyricum	NCIMB 7423	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
1579	CECT 362	Lactobacillus acidophilus	NCIB 8116	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
562	CECT 363	Escherichia coli	NCTC 1601	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
