Source_ID	Name	Strain	Temp	ncbiTaxID
NIES-2412	Acaryochloris marina	Muroran strain	25	2762543
NIES-3840	Acaryochloris tomasi	R61	20	1764569
NIES-1349	Achnanthes kuwaitensis	nan	20	483531
NIES-330	Achnanthes subconstricta	IMHB-5	15	-1
NIES-2717	Achnanthidium convergens	K28-2	15	-1
NIES-1350	Achnanthidium minutissimum	nan	20	431333
NIES-372	Achnanthidium minutissimum	KAAC-6	20	431333
NIES-407	Achnanthidium minutissimum	4st-0-8	15	431333
NIES-408	Achnanthidium minutissimum	AT5-23	15	431333
NIES-409	Achnanthidium minutissimum	Ast-3-3	15	431333
NIES-410	Achnanthidium minutissimum	AT4-18	15	431333
NIES-411	Achnanthidium minutissimum	1st-3-17	15	431333
NIES-412	Achnanthidium minutissimum	1st-1-1	15	431333
NIES-413	Achnanthidium minutissimum	1st-2-8	15	431333
NIES-414	Achnanthidium minutissimum	0-25	15	431333
NIES-71	Achnanthidium minutissimum	A15-6	20	431333
NIES-548	Acinetospora crinita	nan	20	3018
NIES-3847	Acrochaete sp.	Iki Island 11P PG1	20	1764255
NIES-415	Actinastrum hantzschii	F7-4	20	55402
NIES-2497	Actinophrys sol	HSA	20	238771
NIES-1367	Adenoides eludens	nan	20	160623
NIES-1832	Akashiwo sanguinea	TKB-263	20	143672
NIES-1987	Akashiwo sanguinea	MHW10	20	143672
NIES-3454	Akashiwo sanguinea	KGW-261	20	143672
NIES-3445	Alexandrium catenella	"KGW-106; Wakayama"	20	2925
NIES-3446	Alexandrium catenella	"KGW-278; Uragami"	20	2925
NIES-3610	Alexandrium catenella	"KGW-276; simoda"	20	2925
NIES-675	Alexandrium catenella	Ac 5	20	2925
NIES-3447	Alexandrium fraterculum	KGW-314	20	2666306
NIES-3611	Alexandrium hiranoi	KGW-307	20	261184
NIES-678	Alexandrium insuetum	nan	20	2935
NIES-4274	Alexandrium ostenfeldii	A	15	40986
NIES-1988	Alexandrium sp.	MHW6	20	-1
NIES-1989	Alexandrium sp.	MHW7	20	-1
NIES-2328	Alexandrium sp.	NCD-4	20	-1
NIES-3612	Alexandrium tamiyavanichii	"KGW-259; 04"	20	201731
NIES-2846	Allapsa brevifila	F2	20	563646
NIES-2414	Allapsa ocior	5A moss	20	563736
NIES-2415	Allapsa scotia	KV Hf	15	563738
NIES-331	Amphidinium carterae	IIDA	20	2961
NIES-3590	Amphidinium carterae	KGW-116	20	2961
NIES-613	Amphidinium klebsii	AK-1	20	142105
NIES-4545	Amphidinium massartii	G12	20	160604
NIES-1368	Amphidinium operculatum	nan	20	107036
NIES-4606	Amphidinium operculatum	I78	20	107036
NIES-4607	Amphidinium operculatum	G3	24	107036
NIES-4608	Amphidinium operculatum	I85	20	107036
NIES-2663	Amphidinium sp.	KCA09051	20	-1
NIES-2664	Amphidinium sp.	KCA09053	20	-1
NIES-3591	Amphidinium sp.	"KGW-215; 96-1"	20	-1
NIES-3592	Amphidinium sp.	"KGW-266; 05-1"	20	-1
NIES-1268	Amphidinium testudo	M-44	20	-1
NIES-4605	Amphidinium uduigamense	I76	24	2870477
NIES-19	Anabaena cylindrica	nan	20	1165
NIES-2093	Anabaena variabilis	nan	20	264691
NIES-2095	Anabaena variabilis	nan	20	264691
NIES-23	Anabaena variabilis	nan	20	1973479
NIES-21	Anabaenopsis circularis	nan	20	1085406
NIES-1698	Anabaenopsis sp.	TAC 427	20	2036203
NIES-1725	Anabaenopsis sp.	Anabaenopsis (Ueno)	20	2050561
NIES-2096	Anacystis marina	SEC 142	20	2081909
NIES-3722	Angulamoeba microcystivorans	A1WVB	20	1654978
NIES-2190	Ankistrodesmus angustus	nan	20	-1
NIES-2191	Ankistrodesmus angustus	nan	20	307511
NIES-2192	Ankistrodesmus angustus	Vischer 9	20	307511
NIES-2193	Ankistrodesmus braunii	nan	20	2802987
NIES-2194	Ankistrodesmus braunii	nan	20	2802987
NIES-2195	Ankistrodesmus falcatus	nan	20	52960
NIES-2196	Ankistrodesmus falcatus	nan	20	52960
NIES-2197	Ankistrodesmus nannoselene	Rodhe 1632	20	875616
NIES-2980	Ankistrodesmus sp.	HAR 1	15	-1
NIES-4383	Annamia dubia	sort 175	20	2759045
NIES-4019	Apatococcus lobatus	Handa-2869-18	20	904363
NIES-1726	Aphanizomenon flos-aquae	Aph E	20	1176
NIES-1727	Aphanizomenon flos-aquae	Aph Gm 	20	1176
NIES-1728	Aphanizomenon flos-aquae	Aph Inba	20	1176
NIES-4052	Aphanizomenon flos-aquae	Ak1335	20	1176
NIES-4053	Aphanizomenon flos-aquae	Ak1337	20	1176
NIES-81	Aphanizomenon flos-aquae	TAC 1 (K-TAN-1)	25	284502
NIES-4050	Aphanizomenon gracile	Ak1306	20	54296
NIES-3731	Aphanizomenon sp.	SZ-25	20	1634041
NIES-3732	Aphanizomenon sp.	SZ-44	20	1634042
NIES-4123	Aphanizomenon sp.	NNS-1 C-5	20	2053184
NIES-416	Aphanocapsa montana	NK-24	20	327566
NIES-42	Aphanothece elabens	nan	25	2883247
NIES-1020	Apiocystis brauniana	#115	15	-1
NIES-39	Arthrospira platensis	nan	20	696747
NIES-46	Arthrospira platensis	nan	20	1236695
NIES-2308	Arthrospira sp.	nan	20	-1
NIES-265	Asterionellopsis glacialis	MB-B-1	15	33640
NIES-417	Asterionellopsis glacialis	nan	15	33640
NIES-1298	Asterochloris cf. glomerata	AYO4871	20	174040
NIES-1299	Asterochloris cf. glomerata	AYO4872	20	174040
NIES-1300	Asterochloris cf. glomerata	AYO4874	20	174040
NIES-1301	Asterochloris cf. glomerata	AYO4875	20	174040
NIES-1331	Asterococcus superbus	Asteroco-4	20	269637
NIES-2198	Asterococcus superbus	nan	20	269637
NIES-4329	Asterodinium gracile	NG512	22	2497328
NIES-4017	Astrephomene gubernaculifera	2014-1002-YkAs8	20	47775
NIES-418	Astrephomene gubernaculifera	1520-4 (-)	20	47775
NIES-419	Astrephomene gubernaculifera	1520-1 (+)	20	47775
NIES-628	Astrephomene gubernaculifera	1727-1(-)	20	47775
NIES-853	Astrephomene gubernaculifera	nan	20	47775
NIES-854	Astrephomene gubernaculifera	nan	20	47775
NIES-855	Astrephomene gubernaculifera	nan	20	47775
NIES-564	Astrephomene perforata	1620-3-2	20	47776
NIES-565	Astrephomene perforata	1620-4-1	20	47776
NIES-3775	Asulcocephalium miricentonis	mi11-8kt	20	1691399
NIES-3948	Aulacoseira ambigua	KKAS-1	20	49234
NIES-333	Aulacoseira granulata	K-Melo	15	285082
NIES-3951	Aulacoseira granulata	KKAS-10	20	285082
NIES-3852	Aulacoseira pusilla	Sort 115	20	2948612
NIES-50	Aulosira laxa	nan	20	1541988
NIES-1863	Aurearena cruciata	TKB-337	25	479719
NIES-1864	Aurearena cruciata	TKB-338	25	479719
NIES-1865	Aurearena cruciata	TKB-339	25	479719
NIES-2163	Auxenochlorella protothecoides	nan	20	3075
NIES-2164	Auxenochlorella protothecoides	nan	20	3075
NIES-2165	Auxenochlorella protothecoides	nan	20	3075
NIES-2176	Auxenochlorella protothecoides	nan	20	3075
NIES-2858	Bangiopsis sp.	"AYCC550; OK6OH11C4 Rhodo16"	20	-1
NIES-1437	Basichlamys sacculifera	TKB-051 (nak-06)	20	47779
NIES-566	Basichlamys sacculifera	3907-1	20	47779
NIES-2670	Bathycoccus prasinos	RD010614-71-3	15	41875
NIES-3657	Bathycoccus prasinos	MH 461	20	41875
NIES-1456	Batrachospermum atrum	BF1	20	69142
NIES-1457	Batrachospermum helminthosum	BF3	20	2684442
NIES-2136	Batrachospermum turfosum	nan	20	2729673
NIES-1458	Batrachospermum virgato-decaisneanum	BF2	20	644272
NIES-1438	Bicosoeca sp.	TKB-211 (NY0158)	20	1273436
NIES-2677	Bigelowiella natans	PROSOPE_153-1	20	227086
NIES-1837	Blidingia minima	TKB-271	20	63414
NIES-1439	Bodo saltans	TKB-013 (NY0117)	15	75058
NIES-622	Botrydium granulatum	nan	20	73013
NIES-2199	Botryococcus braunii	nan	20	38881
NIES-836	Botryococcus braunii	nan	20	38881
NIES-3865	Braarudosphaera bigelowii	KC1-P2	15	373042
NIES-4442	Braarudosphaera bigelowii	KC15-24	20	373042
NIES-375	Brachiomonas submarina	86-SuHH-2	15	327064
NIES-2200	Bracteacoccus giganteus	nan	20	50039
NIES-2574	Bracteacoccus sp.	Holm-Hansen M-37	20	-1
NIES-3808	Breviolum minutum	Mf1.05b.01	20	2499525
NIES-2742	Bulboplastis apyrenoidosa	AYCC 11 (Iriomote strain)	20	1070855
NIES-2505	Bumilleriopsis petersiana	TKB-353	20	-1
NIES-1012	Cafeteria roenbergensis	#106	15	33653
NIES-1304	Calcidiscus leptoporus	MH 34	20	127549
NIES-1305	Calcidiscus leptoporus	MH 68	20	127549
NIES-2694	Calcidiscus leptoporus	AC370	15	127549
NIES-2695	Calcidiscus leptoporus	NS10-2(N)	15	127549
NIES-2097	Calothrix brevissima	D59.W	20	938406
NIES-22	Calothrix brevissima	nan	20	1973478
NIES-267	Calothrix parasitica	nan	20	1973488
NIES-334	Calothrix parasitica	nan	20	1973486
NIES-3259	Calothrix parietina	Safferman M-13-1-1	20	32054
NIES-268	Calothrix scopulorum	nan	20	232960
NIES-2098	Calothrix sp.	Ishikawa 103X (1) W-N-F	20	1954171
NIES-2099	Calothrix sp.	Ishikawa 73. O161W	20	2510785
NIES-2100	Calothrix sp.	Ishikawa 78. F243D	20	1954172
NIES-2101	Calothrix sp.	HK-06	20	1137096
NIES-3974	Calothrix sp.	NBH1	37	2005462
NIES-4101	Calothrix sp.	CIT012	20	2005461
NIES-4105	Calothrix sp.	CIT034	20	2005463
NIES-2872	Calyptrosphaera oblonga	TMR8	20	-1
NIES-2776	Calyptrosphaera sp.	MH 333	20	-1
NIES-1308	Calyptrosphaera sphaeroidea	MK18	20	35139
NIES-1309	Calyptrosphaera sphaeroidea	MK21	20	35139
NIES-1811	Calyptrosphaera sphaeroidea	TKB-252	20	35139
NIES-2774	Calyptrosphaera sphaeroidea	MH 310	20	35139
NIES-2775	Calyptrosphaera sphaeroidea	MH 311	20	35139
NIES-2854	Calyptrosphaera sphaeroidea	nak-27	20	35139
NIES-997	Calyptrosphaera sphaeroidea	13K	20	35139
NIES-4032	Carolibrandtia ciliaticola	331CycloB	20	1977037
NIES-4033	Carolibrandtia ciliaticola	1224PelagoG	20	1977037
NIES-4034	Carolibrandtia ciliaticola	331StokesiaA	20	1977037
NIES-424	Carteria cerasiformis	Kas-10	20	69401
NIES-425	Carteria cerasiformis	w-8-15	20	69401
NIES-421	Carteria crucifera	SIST3-1	20	47781
NIES-630	Carteria crucifera	nan	20	47781
NIES-631	Carteria eugametos	91-409-1	20	52036
NIES-632	Carteria eugametos	91-421-4	20	52036
NIES-633	Carteria eugametos	91-504-1	20	52036
NIES-634	Carteria eugametos	nan	20	52036
NIES-635	Carteria eugametos	nan	20	52036
NIES-636	Carteria eugametos	nan	20	52036
NIES-422	Carteria inversa	134-4	20	69400
NIES-423	Carteria inversa	106	20	69400
NIES-426	Carteria klebsii	SIST7-4	20	-1
NIES-427	Carteria multifilis	Ca1-2	20	-1
NIES-428	Carteria obtusa	Ca-2-1	20	69402
NIES-429	Carteria obtusa	SIS5-20	20	69402
NIES-430	Carteria obtusa	Ca2-3	20	69402
NIES-431	Carteria obtusa	SIST6-3	20	69402
NIES-1336	Carteria palmata	KY-1	20	314493
NIES-1337	Carteria palmata	KY-8	20	314493
NIES-1338	Carteria palmata	KY-24	20	314493
NIES-432	Carteria radiosa	w-5-2	20	51318
NIES-2311	Carteria sp.	SM-6-3	20	-1
NIES-2312	Carteria sp.	412KY-9	20	-1
NIES-2313	Carteria sp.	w-39-4	20	-1
NIES-2898	Carteria sp.	isolation4	20	-1
NIES-3902	Carteria sp.	isolation 5	20	1810854
NIES-3903	Carteria sp.	isolation 23	20	1810855
NIES-2434	Cavernomonas stercoris	Cav-E	20	686740
NIES-2435	Cercomonas ambigua	WA82	20	686720
NIES-2436	Cercomonas dactyloptera	C-43	20	686762
NIES-2437	Cercomonas effusa	Beaver-Creek	20	686727
NIES-2438	Cercomonas fastiga	18-3D	20	686724
NIES-2439	Cercomonas hederae	IVY20	20	686691
NIES-2440	Cercomonas hiberna	W70	20	687158
NIES-2441	Cercomonas laeva	C-72	20	686759
NIES-2442	Cercomonas lata	C-85	20	686763
NIES-2443	Cercomonas magna	IVY8C	20	686730
NIES-2444	Cercomonas mutans	W40a	20	686716
NIES-2445	Cercomonas parambigua	WA22	20	686721
NIES-3710	Chaetoceros debilis	Ch48	15	122233
NIES-4079	Chaetoceros debilis	SNK72	15	122233
NIES-586	Chaetoceros didymus	St-4	15	49238
NIES-3711	Chaetoceros lorenzianus	IT-Dia51	15	426634
NIES-3712	Chaetoceros setoensis	IT07-C11	15	1290580
NIES-3713	Chaetoceros socialis	L-4	15	163503
NIES-377	Chaetoceros socialis	STHB-4	15	163503
NIES-553	Chaetoceros socialis	T-1	15	163503
NIES-3716	Chaetoceros sp.	TG07-C28	15	1390974
NIES-3717	Chaetoceros sp.	SS08-C03	15	-1
NIES-3718	Chaetoceros sp.	SS628-11	15	1382994
NIES-3714	Chaetoceros tenuissimus	2-6	15	426638
NIES-3715	Chaetoceros tenuissimus	2-10	15	426638
NIES-3748	Chaetopeltis orbicularis	SH-3905A-k	20	56002
NIES-3850	Chaetopeltis orbvicularis	AM228A-a	20	-1
NIES-433	Chamaesiphon polymorphus	M-29	10	2107691
NIES-434	Chamaesiphon subglobosus	2st-2-1	20	217162
NIES-2636	Chantransia macrospora	3-AB	20	109050
NIES-1585	Chara australis	CH-25	22	31298
NIES-2084	Chara australis	CH-25	22	31298
NIES-2085	Chara australis	CH-25	22	31298
NIES-1586	Chara braunii	CH-6	20	69332
NIES-1587	Chara braunii	CH-70	20	69332
NIES-1588	Chara braunii	CH-72	20	69332
NIES-1589	Chara braunii	CH-75	20	69332
NIES-1590	Chara braunii	CH-82	20	69332
NIES-1591	Chara braunii	CH-88	20	69332
NIES-1594	Chara braunii	CH-98	20	69332
NIES-1604	Chara braunii	CH-33	20	69332
NIES-2500	Chara braunii	CH-66	22	69332
NIES-2661	Chara braunii	CH-90	22	69332
NIES-2805	Chara braunii	CH-069	20	69332
NIES-2808	Chara braunii	CH-165	20	69332
NIES-1597	Chara globularis	CH-35	17	69338
NIES-4030	Chara leptospora	CH-228B	20	539201
NIES-1602	Chara sp.	CH-19	22	-1
NIES-1603	Chara sp.	CH-20	22	-1
NIES-1605	Chara sp.	CH-39	22	-1
NIES-1601	Chara zeylanica	CH-55	25	69348
NIES-637	Characiochloris acuminata	nan	20	167768
NIES-567	Characiochloris sasae	91-0106-1	20	193549
NIES-638	Characiochloris sasae	91-0106-6	20	193549
NIES-639	Characium angustum	AK-5-2	15	-1
NIES-436	Characium polymorphum	N-76-0	20	1519561
NIES-1	Chattonella marina	Ho-1	20	90936
NIES-113	Chattonella marina	KGW-59-2	20	90936
NIES-114	Chattonella marina	KGW-74-8	20	90936
NIES-115	Chattonella marina	KGW-9-1	20	90936
NIES-116	Chattonella marina	KGW-46-7	20	90936
NIES-118	Chattonella marina	KGW-75-2	20	90936
NIES-121	Chattonella marina	KGO-57-1	20	90936
NIES-14	Chattonella marina	H-53-11	20	90936
NIES-161	Chattonella marina	Hiroshima-70	20	90936
NIES-1872	Chattonella marina	KGO-57-2	20	90936
NIES-1873	Chattonella marina	KGW-60-3	20	90936
NIES-1974	Chattonella marina	DEM-124	20	90936
NIES-1975	Chattonella marina	DEM-125	20	90936
NIES-1976	Chattonella marina	DEM-141	20	90936
NIES-1977	Chattonella marina	DEM-3011	20	90936
NIES-1978	Chattonella marina	DEM-127	20	90936
NIES-1980	Chattonella marina	DEM-101	20	90936
NIES-1981	Chattonella marina	DEM-103	20	90936
NIES-1982	Chattonella marina	DEM-107	20	90936
NIES-1983	Chattonella marina	DEM-109	20	90936
NIES-1984	Chattonella marina	DEM-112	20	90936
NIES-2	Chattonella marina	OCH-a	20	90936
NIES-2383	Chattonella marina	DEM-1007	20	90936
NIES-2384	Chattonella marina	DEM-2002	20	90936
NIES-2385	Chattonella marina	DEM-3001	20	90936
NIES-2386	Chattonella marina	DEM-3009	20	90936
NIES-2387	Chattonella marina	DEM-4001	20	90936
NIES-2388	Chattonella marina	DEM-4009	20	90936
NIES-2389	Chattonella marina	DEM-5003	20	90936
NIES-2390	Chattonella marina	KGY-M1	20	90936
NIES-2391	Chattonella marina	DEM-1001	20	90936
NIES-2392	Chattonella marina	DEM-1012	20	90936
NIES-2393	Chattonella marina	DEM-2006	20	90936
NIES-2394	Chattonella marina	DEM-3015	20	90936
NIES-2395	Chattonella marina	DEM-4002	20	90936
NIES-2396	Chattonella marina	DEM-4004	20	90936
NIES-2397	Chattonella marina	DEM-5008	20	90936
NIES-2398	Chattonella marina	DEM-115	20	90936
NIES-2399	Chattonella marina	DEM-116	20	90936
NIES-2400	Chattonella marina	DEM-119	20	90936
NIES-2401	Chattonella marina	DEM-122	20	90936
NIES-2402	Chattonella marina	DEM-123	20	90936
NIES-2403	Chattonella marina	DEM-126	20	90936
NIES-2404	Chattonella marina	DEM-140	20	90936
NIES-2405	Chattonella marina	DEM-245	20	90936
NIES-2406	Chattonella marina	DEM-4011	20	90936
NIES-2407	Chattonella marina	MH 14	20	90936
NIES-2509	Chattonella marina	DEM-AR5	20	90936
NIES-2510	Chattonella marina	DEM-YT1	20	90936
NIES-2511	Chattonella marina	DEM-YT90	20	90936
NIES-2512	Chattonella marina	KGK-M2	20	90936
NIES-2513	Chattonella marina	DEM-KG3	20	90936
NIES-2514	Chattonella marina	DEM-TK6	20	90936
NIES-2515	Chattonella marina	DEM-TK8	20	90936
NIES-2516	Chattonella marina	DEM-TK14	20	90936
NIES-2517	Chattonella marina	DEM-TK19	20	90936
NIES-2518	Chattonella marina	DEM-TK27	20	90936
NIES-2659	Chattonella marina	CaA 24808	20	90936
NIES-2660	Chattonella marina	CmA 10707	20	90936
NIES-3	Chattonella marina	OCH-m	20	90936
NIES-3420	Chattonella marina	"KGW-3; HI-45"	20	90936
NIES-3421	Chattonella marina	"KGW-4; HI-46"	20	90936
NIES-3422	Chattonella marina	"KGW-84; KA-59-a"	20	90936
NIES-3423	Chattonella marina	"KGW-126; KA-63-a"	20	90936
NIES-3424	Chattonella marina	"KGW-131; KA-1-a"	20	90936
NIES-3426	Chattonella marina	"KGW-257; KA-14-a"	20	90936
NIES-3427	Chattonella marina	"KGW-328; KA-25-a"	20	90936
NIES-3428	Chattonella marina	"KGW-5; MA-50"	20	90936
NIES-3429	Chattonella marina	"KGW-7; KG-52"	20	90936
NIES-3430	Chattonella marina	"KGW-10; HI-53"	20	90936
NIES-3431	Chattonella marina	"KGW-55; KG-57"	20	90936
NIES-3432	Chattonella marina	"KGW-91; HIU-57"	20	90936
NIES-3433	Chattonella marina	"KGW-142; KA-2-m"	20	90936
NIES-3434	Chattonella marina	"KGW-148; KA-3-m"	20	90936
NIES-3435	Chattonella marina	"KGW-206; KG-78-m"	20	90936
NIES-3436	Chattonella marina	"KGW-329; KA-25-o-Bisan"	20	90936
NIES-3437	Chattonella marina	"KGW-330; KA-25-o-Harima"	20	90936
NIES-3586	Chattonella marina	"KGW-67; Os-57-m"	23	90936
NIES-557	Chattonella marina	nan	20	90936
NIES-558	Chattonella marina	nan	20	90936
NIES-559	Chattonella marina	nan	20	90936
NIES-603	Chattonella marina	nan	20	90936
NIES-671	Chattonella marina	nan	20	90936
NIES-83	Chattonella marina	KGW-2	20	90936
NIES-84	Chattonella marina	KGW-6	20	90936
NIES-849	Chattonella marina	nan	20	90936
NIES-85	Chattonella marina	KGW-8-5	20	90936
NIES-86	Chattonella marina	KGW-42-4	20	90936
NIES-2633	Chattonella subsalsa	BGB2	20	44440
NIES-2634	Chattonella subsalsa	nan	20	44440
NIES-4405	Chlamydomonad sp.	NrCl902	20	2682054
NIES-2202	Chlamydomonas applanata	Deason T-1-12	20	35704
NIES-2204	Chlamydomonas applanata	nan	20	35704
NIES-2206	Chlamydomonas applanata	nan	20	35704
NIES-2207	Chlamydomonas asymmetrica	nan	20	51683
NIES-2208	Chlamydomonas asymmetrica	nan	20	51683
NIES-4143	Chlamydomonas augustae	NrCl-608P1	20	87091
NIES-1021	Chlamydomonas coccoides	#95	20	1543968
NIES-2212	Chlamydomonas debaryana	nan	20	47281
NIES-884	Chlamydomonas debaryana	nan	20	47281
NIES-2499	Chlamydomonas eustigma	nan	20	1157962
NIES-437	Chlamydomonas fasciata	H-3-4-2	20	1157963
NIES-2462	Chlamydomonas globosa	TkS0803C2	20	51694
NIES-2216	Chlamydomonas inflexa	R.A.Lewin DD1/72	20	1034602
NIES-968	Chlamydomonas kuwadae	92-514-H-13	10	193548
NIES-2218	Chlamydomonas mexicana	nan	20	28460
NIES-2219	Chlamydomonas moewusii	nan	20	3054
NIES-2220	Chlamydomonas moewusii	nan	20	3054
NIES-2222	Chlamydomonas moewusii	Tsubo 2475	20	3054
NIES-2223	Chlamydomonas moewusii	Tsubo 24 (+)	20	3054
NIES-2241	Chlamydomonas moewusii	nan	20	3054
NIES-2576	Chlamydomonas moewusii	Tsubo L	20	3054
NIES-2577	Chlamydomonas moewusii	Tsubo 2470	20	3054
NIES-2578	Chlamydomonas moewusii	Tsubo 24122	20	3054
NIES-2225	Chlamydomonas nasuta	nan	20	1157966
NIES-1048	Chlamydomonas noctigama	2001-814-C10	20	28456
NIES-2213	Chlamydomonas noctigama	nan	20	28456
NIES-2228	Chlamydomonas noctigama	Ettl 108	20	28456
NIES-2229	Chlamydomonas noctigama	nan	20	28456
NIES-2579	Chlamydomonas noctigama	nan	20	28456
NIES-2230	Chlamydomonas orbicularis	nan	20	657162
NIES-1022	Chlamydomonas parkeae	#97	20	156093
NIES-440	Chlamydomonas parkeae	I-29	20	156093
NIES-1848	Chlamydomonas perpusilla	SkCl-3	20	420349
NIES-1849	Chlamydomonas perpusilla	SkCr-10	20	420349
NIES-2231	Chlamydomonas proteus	nan	20	1034598
NIES-2570	Chlamydomonas pseudoplanoconvexa	IiS0801D6	20	932018
NIES-122	Chlamydomonas pulsatilla	MKF-50	20	57475
NIES-2233	Chlamydomonas pulvinata	nan	20	1157967
NIES-1850	Chlamydomonas pumilio	ArCp-7	20	420351
NIES-2234	Chlamydomonas rapa	nan	20	51689
NIES-2235	Chlamydomonas reinhardtii	Tsubo R (-)	20	3055
NIES-2236	Chlamydomonas reinhardtii	137c mt+	20	3055
NIES-2237	Chlamydomonas reinhardtii	cw-15 strain	20	3055
NIES-2238	Chlamydomonas reinhardtii	137c mt+	20	3055
NIES-2239	Chlamydomonas reinhardtii	Tsubo R (+)	20	3055
NIES-2463	Chlamydomonas reinhardtii	KkS0801B1	20	3055
NIES-2464	Chlamydomonas reinhardtii	KkS0801D2	20	3055
NIES-3284	Chlamydomonas reinhardtii	137c mt-	20	3055
NIES-3378	Chlamydomonas reinhardtii	JA-A3	20	3055
NIES-3379	Chlamydomonas reinhardtii	JA-B3	20	3055
NIES-3380	Chlamydomonas reinhardtii	AJ-A6	20	3055
NIES-3381	Chlamydomonas reinhardtii	AJ-D2	20	3055
NIES-1733	Chlamydomonas sp.	M-77	20	1157970
NIES-2211	Chlamydomonas sp.	nan	20	1157972
NIES-2314	Chlamydomonas sp.	SIS-ch	20	1157973
NIES-2315	Chlamydomonas sp.	H-3-1	20	1157974
NIES-2316	Chlamydomonas sp.	OChla	20	1157975
NIES-2317	Chlamydomonas sp.	KZ-5-8	20	1157976
NIES-2318	Chlamydomonas sp.	KZ-5-17	20	1157977
NIES-2319	Chlamydomonas sp.	H-3-6	20	1157978
NIES-2323	Chlamydomonas sp.	Sa-38	20	1157982
NIES-2324	Chlamydomonas sp.	IC-9	20	1157983
NIES-2748	Chlamydomonas sp.	MH 334	20	-1
NIES-2848	Chlamydomonas sp.	YF261	20	622476
NIES-3627	Chlamydomonas sp.	"KGW-90; Yashima"	20	-1
NIES-3628	Chlamydomonas sp.	"KGW-318; Tadotu"	20	-1
NIES-3904	Chlamydomonas sp.	isolation 30	20	1810843
NIES-3905	Chlamydomonas sp.	isolation 35	20	1810844
NIES-3906	Chlamydomonas sp.	isolation 42	20	1810845
NIES-3907	Chlamydomonas sp.	isolation 47	20	1810846
NIES-3908	Chlamydomonas sp.	isolation 58	20	1810847
NIES-3909	Chlamydomonas sp.	isolation 59	20	1810848
NIES-4241	Chlamydomonas sp.	ChW1002A1	20	2170683
NIES-4242	Chlamydomonas sp.	HyT1201C6P1	20	2170686
NIES-4243	Chlamydomonas sp.	HyT1203B3P1	20	2170685
NIES-4244	Chlamydomonas sp.	HyW1001A6	20	2170688
NIES-4245	Chlamydomonas sp.	JgCl-601P1	20	2170690
NIES-4246	Chlamydomonas sp.	NrCl-1P3	20	2170689
NIES-4247	Chlamydomonas sp.	TgA0901C4P9	20	2170691
NIES-4248	Chlamydomonas sp.	TgW1001D1P2	20	2170692
NIES-4249	Chlamydomonas sp.	TkS1601B3	20	2170693
NIES-4251	Chlamydomonas sp.	YgS1602C1	20	2170694
NIES-4253	Chlamydomonas sp.	YgS1603C5	20	2170695
NIES-4255	Chlamydomonas sp.	YgS1604C1	20	2170696
NIES-4256	Chlamydomonas sp.	TKAC 3001 = YgT1301A1P1	20	2170697
NIES-4296	Chlamydomonas sp.	sort 87	20	2563805
NIES-2242	Chlamydomonas sphaeroides	nan	20	28458
NIES-446	Chlamydomonas tetragama	413D4-4	20	66263
NIES-2246	Chlamydomonas typica	Deason T-2-11	20	282662
NIES-2247	Chlamydomonas ulvaensis	nan	20	282654
NIES-2248	Chlamydomonas zebra	Brannon5	20	28464
NIES-624	Chlorarachnion reptans	nan	20	29199
NIES-1408	Chlorarachnion sp.	TKB-002 (ym-02)	20	29199
NIES-2168	Chlorella sorokiniana	Murano (407)U-145	20	3076
NIES-2169	Chlorella sorokiniana	nan	20	3076
NIES-2173	Chlorella sorokiniana	nan	20	3076
NIES-3910	Chlorella sorokiniana	sort 54	20	3076
NIES-4216	Chlorella sorokiniana	Sort 61	20	3076
NIES-4289	Chlorella sorokiniana	sort 22	20	3076
NIES-2761	Chlorella sp.	MH 343	20	-1
NIES-2902	Chlorella sp.	isolation28	20	-1
NIES-3741	Chlorella sp.	KAS sort 30	20	1634051
NIES-3911	Chlorella sp.	sort 37	20	1810860
NIES-3912	Chlorella sp.	sort 51	20	1810861
NIES-3955	Chlorella sp.	DEM-72	20	-1
NIES-4279	Chlorella sp.	sort 131	20	2705039
NIES-4301	Chlorella sp.	sort 136	20	2563814
NIES-4385	Chlorella sp.	sort 55	20	3079
NIES-2540	Chlorella variabilis	F36-ZK	20	554065
NIES-2541	Chlorella variabilis	OK1-ZK	20	554065
NIES-1269	Chlorella vulgaris	M-56	20	3077
NIES-2170	Chlorella vulgaris	Tamiya strain	20	3077
NIES-2172	Chlorella vulgaris	nan	20	3077
NIES-227	Chlorella vulgaris	nan	20	3077
NIES-2573	Chlorella vulgaris	nan	20	3077
NIES-641	Chlorella vulgaris	1st-3-26	20	3077
NIES-642	Chlorella vulgaris	1st-2-17	20	3077
NIES-686	Chlorella vulgaris	C-207	20	3077
NIES-155	Chlorococcum chlorococcoides	3-EBO-1	20	1502109
NIES-2249	Chlorococcum echinozygotum	nan	20	48000
NIES-2250	Chlorococcum elkhartiense	Lewin DD1/174	20	264984
NIES-2580	Chlorococcum hypnosporum	nan	20	44650
NIES-2849	Chlorococcum sp.	RK261	20	622473
NIES-2850	Chlorococcum sp.	YF282	20	622474
NIES-2851	Chlorococcum sp.	YF382	20	622475
NIES-3374	Chlorogonium capillatum	ATCC 50936	20	71743
NIES-692	Chlorogonium capillatum	92-517-6-2	20	71743
NIES-742	Chlorogonium capillatum	nan	20	71743
