ncbiTaxID	Name	Strain	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
70864	Shewanella pealeana		25	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
63612	Sodalis glossinidius		25	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Sodalis
564064	Spirosoma rigui		25	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma
1476	Sporosarcina psychrophila		25	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina
1571	Sporosarcina ureae		25	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina
53336	Tatumella citrea		25	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella
28173	Vibrio nigripulchritudo		25	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
145458	Rathayibacter toxicus		25,5	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Rathayibacter
33888	Rathayibacter tritici		25,5	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Rathayibacter
979	Cellulophaga lytica		26	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga
1861	Geodermatophilus obscurus		26	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus
45658	Vibrio scophthalmi		26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
359	Agrobacterium rhizogenes		26,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
358	Agrobacterium tumefaciens		26,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
373	Agrobacterium vitis		26,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
774	Bartonella bacilliformis		26,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella
2350	Haliscomenobacter hydrossis		26,5	Bacteria	Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter
86664	Bacillus flexus		27	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
106590	Cupriavidus necator		27	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
106592	Ensifer adhaerens		27	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Ensifer
125	Pirellula staleyi		27	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula
2371	Xylella fastidiosa		27	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella
28446	Anaerotignum propionicum		27,5	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum
78587	Asticcacaulis excentricus		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis
1079	Blastochloris viridis		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Blastochloridaceae	Blastochloris
43669	Brachybacterium faecium		27,5	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium
375	Bradyrhizobium japonicum		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium
74313	Brevundimonas subvibrioides		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
41276	Brevundimonas vesicularis		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
196	Campylobacter fetus		27,5	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
69395	Caulobacter henricii		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
155892	Caulobacter vibrioides		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
253	Chryseobacterium indologenes		27,5	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
33871	Coriobacterium glomerans		27,5	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coriobacterium
1727	Corynebacterium variabile		27,5	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
320787	Cyclobacterium amurskyense		27,5	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium
104	Cyclobacterium marinum		27,5	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium
67780	Edwardsiella ictaluri		27,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella
39960	Erythrobacter litoralis		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter
996	Flavobacterium columnare		27,5	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
986	Flavobacterium johnsoniae		27,5	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
81475	Frateuria aurantia		27,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria
442	Gluconobacter oxydans		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter
37487	Marichromatium purpuratum		27,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
71433	Mesorhizobium amorphae		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium
39645	Mesorhizobium ciceri		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium
381	Mesorhizobium loti		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium
408	Methylobacterium extorquens		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum
31998	Methylobacterium radiotolerans		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium
29429	Methylobacterium zatmanii		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum
300019	Microbacterium paludicola		27,5	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
1084	Pararhodospirillum photometricum		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pararhodospirillum
182210	Pseudodesulfovibrio aespoeensis		27,5	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio
47878	Pseudomonas azotoformans		27,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
47880	Pseudomonas fulva		27,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
303	Pseudomonas putida		27,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
29449	Rhizobium etli		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
56730	Rhizobium gallicum		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
384	Rhizobium leguminosarum		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
398	Rhizobium tropici		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
106	Runella slithyformis		27,5	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Runella
60920	Sanguibacter keddieii		27,5	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Sanguibacteraceae	Sanguibacter
380	Sinorhizobium fredii		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium
110321	Sinorhizobium medicae		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium
382	Sinorhizobium meliloti		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium
921	Starkeya novella		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Starkeya
1888	Streptomyces albus		27,5	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
80679	Thioflavicoccus mobilis		27,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus
280	Xanthobacter autotrophicus		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Xanthobacter
542	Zymomonas mobilis		27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas
135735	Bacillus endophyticus		28	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
84757	Beutenbergia cavernae		28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Beutenbergiaceae	Beutenbergia
60550	Burkholderia pyrrocinia		28	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
225326	Corynebacterium halotolerans		28	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
28223	Desulfobacula toluolica		28	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula
79209	Desulfosporosinus meridiei		28	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus
94254	Dyadobacter fermentans		28	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Dyadobacter
1556	Gottschalkia acidurici		28	Bacteria	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia
1575	Leifsonia xyli		28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leifsonia
84292	Microbacterium chocolatum		28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
53437	Nocardiopsis alba		28	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Nocardiopsis
160799	Paenibacillus borealis		28	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
189425	Paenibacillus graminis		28	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
189426	Paenibacillus odorifer		28	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
169760	Paenibacillus stellifer		28	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
291112	Photorhabdus asymbiotica		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus
29488	Photorhabdus luminescens		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus
574560	Photorhabdus temperata		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus
103731	Saccharothrix espanaensis		28	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix
61015	Staphylococcus succinus		28	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
65553	Sulfurospirillum deleyianum		28	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum
29447	Xanthomonas albilineans		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
53413	Xanthomonas axonopodis		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
339	Xanthomonas campestris		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
48664	Xanthomonas fragariae		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
347	Xanthomonas oryzae		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
56458	Xanthomonas sacchari		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
343	Xanthomonas translucens		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
56460	Xanthomonas vesicatoria		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
40576	Xenorhabdus bovienii		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus
628	Xenorhabdus nematophila		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus
40577	Xenorhabdus poinarii		28	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus
186189	Xylanimonas cellulosilytica		28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Xylanimonas
340345	Actinoalloteichus hymeniacidonis		28,5	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus
511	Alcaligenes faecalis		28,5	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
552	Erwinia amylovora		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia
182337	Erwinia billingiae		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia
79967	Erwinia pyrifoliae		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia
82983	Obesumbacterium proteus		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Obesumbacterium
529	Ochrobactrum anthropi		28,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella
554	Pectobacterium carotovorum		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium
29483	Yersinia aldovae		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
630	Yersinia enterocolitica		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
29484	Yersinia frederiksenii		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
631	Yersinia intermedia		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
28152	Yersinia kristensenii		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
632	Yersinia pestis		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
633	Yersinia pseudotuberculosis		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
29485	Yersinia rohdei		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
29486	Yersinia ruckeri		28,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
40567	Actinosynnema mirum		29	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema
1452	Bacillus atrophaeus		29	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1423	Bacillus subtilis		29	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
72361	Bacillus vallismortis		29	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
92947	Ketogulonicigenium robustum		29	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ketogulonicigenium
92945	Ketogulonicigenium vulgare		29	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ketogulonicigenium
182640	Kribbella flavida		29	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella
2151	Mesoplasma florum		29	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Mesoplasma
33	Myxococcus fulvus		29	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus
912	Nitrobacter hamburgensis		29	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter
913	Nitrobacter winogradskyi		29	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter
280236	Nocardiopsis gilva		29	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Nocardiopsis
253245	Owenweeksia hongkongensis		29	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Schleiferiaceae	Owenweeksia
59893	Paenibacillus peoriae		29	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
388950	Pontibacter akesuensis		29	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter
1112	Porphyrobacter neustonensis		29	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter
53412	Pseudomonas resinovorans		29	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
265606	Rhodopirellula baltica		29	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula
29510	Turneriella parva		29	Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Turneriella
644	Aeromonas hydrophila		29,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
238	Elizabethkingia meningoseptica		29,5	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia
172045	Elizabethkingia miricola		29,5	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia
82985	Pragia fontium		29,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Budviciaceae	Pragia
435	Acetobacter aceti		30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
438	Acetobacter pasteurianus		30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
33952	Acetobacterium woodii		30	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
61635	Acholeplasma brassicae		30	Bacteria	Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Paracholeplasma
38986	Acholeplasma palmae		30	Bacteria	Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Alteracholeplasma
1049	Allochromatium vinosum		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium
1478	Bacillus simplex		30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus
1393	Brevibacillus brevis		30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
54913	Brevibacillus formosus		30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
1465	Brevibacillus laterosporus		30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
1708	Cellulomonas fimi		30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas
1711	Cellulomonas flavigena		30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas
1092	Chlorobium limicola		30	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium
84022	Clostridium aceticum		30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
36745	Clostridium saccharoperbutylacetonicum		30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
1697	Corynebacterium ammoniagenes		30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
985	Cytophaga hutchinsonii		30	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga
55583	Dehalobacter restrictus		30	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Dehalobacter
55148	Deinococcus proteolyticus		30	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
1299	Deinococcus radiodurans		30	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
142877	Desulfitobacterium metallireducens		30	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfitobacterium
65555	Desulfocapsa sulfexigens		30	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa
326320	Dokdonia donghaensis		30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia
61645	Enterobacter asburiae		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
550	Enterobacter cloacae		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
208224	Enterobacter kobei		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
173480	Gemmatimonas aurantiaca		30	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
33996	Gluconacetobacter diazotrophicus		30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter
569	Hafnia alvei		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia
927	Halothiobacillus neapolitanus		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Halothiobacillus
39765	Hydrogenovibrio crunogenus		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Hydrogenovibrio
53399	Hyphomicrobium denitrificans		30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium
167642	Ilyobacter polytropus		30	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter
372663	Isoptericola dokdonensis		30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Isoptericola
43674	Jonesia denitrificans		30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Jonesiaceae	Jonesia
174	Leptospira borgpetersenii		30	Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira
173	Leptospira interrogans		30	Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira
28183	Leptospira santarosai		30	Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira
55518	Magnetospirillum gryphiswaldense		30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum
36805	Microbacterium aurum		30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
2033	Microbacterium testaceum		30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium
111501	Muricauda ruestringensis		30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda
83262	Mycobacterium immunogenum		30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacteroides
1781	Mycobacterium marinum		30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
50052	Mycoplasma crocodyli		30	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
2118	Mycoplasma mobile		30	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mesomycoplasma
28091	Neisseria weaveri		30	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
182710	Oceanobacillus iheyensis		30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus
40137	Oligotropha carboxidovorans		30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia
1406	Paenibacillus polymyxa		30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
159743	Paenibacillus terrae		30	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
185300	Paludibacter propionicigenes		30	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
549	Pantoea agglomerans		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
553	Pantoea ananatis		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
66269	Pantoea stewartii		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
34003	Paracoccus aminophilus		30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus
1255	Pediococcus pentosaceus		30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
1102	Prosthecochloris aestuarii		30	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Prosthecochloris
288	Pseudoalteromonas atlantica		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
28107	Pseudoalteromonas espejiana		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
228	Pseudoalteromonas haloplanktis		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
28109	Pseudoalteromonas nigrifaciens		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
43662	Pseudoalteromonas piscicida		30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
