Name	Strain	Temp	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Genus
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium flr-19	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium flr-191	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium CV241	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Streptomyces Coelicolor	J802	30.0	1902	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
Streptomyces Coelicolor	J802	30.0	1902	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
Streptomyces Coelicolor	J802	30.0	1902	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
Streptomyces Coelicolor	J802	30.0	1902	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
Streptomyces Coelicolor	A3(2)	30.0	100226	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces
Escherichia coli	KO229	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21[pACYC184]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21[pACDdsA]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21[pET-ASPP]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21[pET-28b(+)]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21_aspP-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Corynebacterium glutamicum	ATCC 13032	30.0	196627	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium glutamicum	ATCC 13032	30.0	196627	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium glutamicum	ATCC 13032	30.0	196627	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
Neurospora crassa	OR74A	25.0	367110	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora
Mycobacterium tuberculosis	H37Rv	37.0	83332	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium
Zymomonas mobilis	CP4	30.0	542	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas
Zymomonas mobilis	11163	30.0	542	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas
Zymomonas mobilis	ATCC 10988	30.0	542	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas
Zymomonas mobilis	CU1	30.0	542	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas
Staphylococcus aureus	N315	37.0	1280	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Acinetobacter baumannii	ATCC 19606	37.0	470	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
Acinetobacter baumannii	ATCC 19606	37.0	470	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter
Cyanothece	ATCC 51142	30.0	43989	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera
Deinococcus radiodurans	R1	35.0	1299	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
Deinococcus radiodurans	R1	35.0	1299	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
Deinococcus radiodurans	R1	35.0	1299	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
Deinococcus radiodurans	R1	35.0	1299	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
Bacillus amyloliquefaciens	B155	37.0	1390	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus amyloliquefaciens	B20	37.0	1390	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus amyloliquefaciens	B20	37.0	1390	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Aspergillus nidulans	conidia	37.0	162425	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus nidulans	conidia	28.0	162425	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus nidulans	A187	37.0	162425	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus nidulans	A187	37.0	162425	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus nidulans	creA	37.0	162425	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus nidulans	creA	37.0	162425	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus nidulans	TA1	30.0	162425	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus niger	AB1.13	30.0	5061	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus niger	AB1.13	30.0	5061	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus oryzae	A1560	30.0	5062	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus oryzae	A1560	30.0	5062	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus oryzae	CF1.1	30.0	5062	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus oryzae	CF1.1	30.0	5062	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus oryzae	CF2.1	30.0	5062	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus oryzae	CF2.1	30.0	5062	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Halobacterium salinarum	R-1	40.0	2242	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium
Ketogulonicigenium vulgare	nan	30.0	92945	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ketogulonicigenium
Bacillus megaterium	nan	30.0	1404	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
Bacillus megaterium	KM Leu-	30.0	1404	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
Bacillus megaterium	KM Leu-	30.0	1404	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	CTCC M202019	30.0	1406948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Cupriavidus necator	H16	30.0	381666	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
Cupriavidus necator	H16	30.0	381666	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
Cupriavidus necator	H16	30.0	381666	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
Cupriavidus necator	H16	30.0	381666	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
Cupriavidus necator	H16	30.0	381666	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
Cupriavidus necator	H16	30.0	381666	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
Synechocystis PCC6803	nan	30.0	1148	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis
Synechocystis PCC6803	nan	30.0	1148	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis
Synechocystis PCC6803	nan	30.0	1148	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis
Synechocystis PCC6803	nan	30.0	1148	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis
Synechocystis PCC6803	nan	31.0	1148	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis
Synechocystis PCC6803	nan	31.0	1148	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis
Synechocystis PCC6803	nan	31.0	1148	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis
Synechocystis PCC6803	nan	31.0	1148	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis
Streptococcus thermophilus	ST1	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST1	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST7	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST7	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST8	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST8	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST11	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST11	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST18	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST18	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST21	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus thermophilus	ST21	37.0	1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus terreus	ATCC 74135	28.0	33178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Aspergillus nidulans	A28	30.0	162425	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
Candida glabrata	WSH-IP303	30.0	5478	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Candida glabrata	WSH-IP303	30.0	5478	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
Thermotoga maritima	DSM 3109	88.0	2336	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga
Thermotoga maritima	DSM 3109	85.0	2336	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga
Synechocystis PCC6803	psbA	31.0	1148	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis
Albidiferax ferrireducens	DMS 15236	33.0	338969	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
Albidiferax ferrireducens	DMS 15236	33.0	338969	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
Neiserria meningitidis	serogroup B	37.0	491	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neiserria meningitidis	M1	37.0	487	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neiserria meningitidis	M5	37.0	487	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neiserria meningitidis	M6	37.0	487	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Saccharomyces cerevisiae	Y294	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Saccharomyces cerevisiae	CBS 8066	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Saccharomyces cerevisiae	CBS 8066	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Saccharomyces cerevisiae	T2-3D	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Saccharomyces cerevisiae	T2-3D	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Saccharomyces cerevisiae	GG 570	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Saccharomyces cerevisiae	Y294[PGK1]	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Saccharomyces cerevisiae	Y294[PGK1-XYN]	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Saccharomyces cerevisiae	Y294[ADH2]	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Saccharomyces cerevisiae	Y294[ADH2-XYN]	30.0	4932	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1363	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	MG1614	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	NCDO 2118	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	NCDO 2118	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	NCDO 2118	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	NCDO 2118	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	C2	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	IL1403	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	IL1403	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	IL1403	30.0	1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Geobacter metallireducens	nan	33.0	28232	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter
Geobacter metallireducens	nan	33.0	28232	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter
Geobacter metallireducens	nan	33.0	28232	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter
Geobacter metallireducens	nan	33.0	28232	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter
